Account Name,Type,Industry,Annual Revenue,Rating,Phone,Website,Billing Street,Billing City,Billing State/Province,Billing Country,Billing Zip/Postal Code,Contact First Name,Contact Last Name,Created Date,Record Source,Ingest Timestamp,account_bkey,customer_id
Arnold-Bass,Vendor,Energy,10927148,Cold,001-350-487-8492x68028,http://miller-ross.biz/,14926 Heather Freeway Suite 691,Courtneyside,CA,Micronesia,33506,Elliot,Martin,2024-09-29T21:11:25,salesforce_accounts,2025-10-12T04:56:38.677936,113b5788-da6c-4a49-9699-45588c89ba44,113b5788-da6c-4a49-9699-45588c89ba44
"Woodward, Garcia and Smith",Prospect,Education,5376872,Hot,(899)272-2912x691,http://wright-whitehead.net/,1877 Smith Stravenue,Castilloberg,MI,San Marino,52103,Sam,Jackson,2022-05-24T12:25:16,salesforce_accounts,2025-10-12T04:56:38.677936,692ffb9a-73d3-4ce2-83a9-c9e4988d2b5b,692ffb9a-73d3-4ce2-83a9-c9e4988d2b5b
"Davis, Brown and Cantu",Customer,Finance,19897196,Hot,299-643-2655x8579,https://www.liu.net/,8095 Christine Estates Apt. 808,East Connie,NM,Ghana,68314,Morgan,Anderson,2021-04-30T08:19:33,salesforce_accounts,2025-10-12T04:56:38.677936,45ca7680-e72a-4d65-8832-b7d8ea813fa1,45ca7680-e72a-4d65-8832-b7d8ea813fa1
"Valencia, Luna and Carey",Customer,Education,32435646,Warm,001-943-077-9775x443,http://www.moran.com/,257 Baker Station,Danielsbury,CA,Solomon Islands,5005,Cameron,Williams,2023-03-10T21:14:04,salesforce_accounts,2025-10-12T04:56:38.677936,b8b0472f-8764-417c-82db-e104681decd5,b8b0472f-8764-417c-82db-e104681decd5
"Hodge, Cain and Lewis",Prospect,Technology,17998600,Warm,+1-433-170-8992x204,https://www.gomez-mccarthy.info/,05017 Autumn Meadow,Lake Stephen,WI,Mongolia,32558,Reese,Taylor,2022-02-17T12:52:00,salesforce_accounts,2025-10-12T04:56:38.677936,58d815a8-91c7-4df0-b332-185266741feb,58d815a8-91c7-4df0-b332-185266741feb
Reynolds Ltd,Customer,Finance,15599203,Cold,+1-622-644-6518,http://reed.biz/,281 Christopher Lock,Lake Maurice,SC,Wallis and Futuna,82394,Cameron,Johnson,2025-09-24T07:40:01,salesforce_accounts,2025-10-12T04:56:38.677936,6f2f9dbd-ea70-4bac-be1d-22634ce3bb0e,6f2f9dbd-ea70-4bac-be1d-22634ce3bb0e
"Williams, Lowe and Bentley",Prospect,Education,42962817,Warm,001-552-843-2003,https://www.campbell-small.info/,39566 Jeffrey Roads Suite 669,Port Jeffrey,TX,Slovakia (Slovak Republic),43362,Rowan,Thomas,2021-10-21T13:31:51,salesforce_accounts,2025-10-12T04:56:38.677936,2e72f8f8-d248-478d-aa2c-42244d391096,2e72f8f8-d248-478d-aa2c-42244d391096
Martinez Inc,Vendor,Energy,16820131,Warm,(367)597-1949x9008,http://taylor-myers.org/,7086 Jose Views,Johnsonton,WI,Portugal,50103,Sam,Smith,2022-09-08T02:37:17,salesforce_accounts,2025-10-12T04:56:38.677936,b054f79d-53f6-456b-98e7-95d018714aea,b054f79d-53f6-456b-98e7-95d018714aea
Dixon Inc,Prospect,Energy,49219461,Hot,068-133-3662x696,https://www.fisher.com/,42591 Bauer Loop,Ruthview,IA,Mongolia,72045,Parker,Hernandez,2023-09-09T18:25:24,salesforce_accounts,2025-10-12T04:56:38.677936,fd6771af-f962-42e2-8296-543bfdc5d8d9,fd6771af-f962-42e2-8296-543bfdc5d8d9
Ortega-Boyd,Vendor,Healthcare,3387698,Warm,4511241411,http://conrad.com/,2348 Moore Parks,North Dawnland,RI,Romania,95585,Cameron,Williams,2022-10-29T08:55:51,salesforce_accounts,2025-10-12T04:56:38.677936,e52f1eb3-eb4b-4b08-9363-9d4cbbb47357,e52f1eb3-eb4b-4b08-9363-9d4cbbb47357
Gutierrez Inc,Prospect,Education,47619813,Warm,+1-693-640-1355x05623,http://www.goodwin-martinez.info/,618 Tony Drive,Huntborough,OH,Guadeloupe,47444,Devin,Martinez,2020-08-03T12:48:14,salesforce_accounts,2025-10-12T04:56:38.677936,c167c63c-39a2-4736-8538-bf13f3b6b531,c167c63c-39a2-4736-8538-bf13f3b6b531
Moreno PLC,Customer,Retail,46673665,Hot,001-368-634-8126x2684,http://williams-ryan.com/,51212 Sara Trace Suite 743,Port Johnmouth,CA,Ghana,16982,Casey,Thompson,2022-04-07T08:27:51,salesforce_accounts,2025-10-12T04:56:38.677936,780aa750-86ee-4503-b94b-37ff7f0fc58f,780aa750-86ee-4503-b94b-37ff7f0fc58f
Nunez Inc,Prospect,Education,12917420,Hot,(915)767-8515x676,http://www.ho-bowen.info/,269 Kristen Inlet Suite 652,Freemanstad,CO,Palestinian Territory,36736,Avery,Thomas,2023-11-13T14:50:32,salesforce_accounts,2025-10-12T04:56:38.677936,e4edb96e-c57d-4870-87ed-03543b7b4267,e4edb96e-c57d-4870-87ed-03543b7b4267
Sullivan-Oneill,Customer,Finance,4531464,Cold,772.195.8154,http://www.smith.com/,622 Beltran View,Jamieburgh,NH,Saint Martin,81072,Rowan,Thompson,2021-02-19T10:35:59,salesforce_accounts,2025-10-12T04:56:38.677936,f681172f-6b16-41be-b33a-73b7decad241,f681172f-6b16-41be-b33a-73b7decad241
Hansen-Murphy,Prospect,Finance,20667958,Warm,(218)417-0979,http://brewer.com/,9260 Rachel Roads,Burnsmouth,HI,Madagascar,77872,Parker,Taylor,2021-11-20T10:50:24,salesforce_accounts,2025-10-12T04:56:38.677936,ec3844ab-5a2a-42c0-b8d9-e328a84b2db0,ec3844ab-5a2a-42c0-b8d9-e328a84b2db0
"Meyer, Burns and Parker",Prospect,Education,41412236,Hot,+1-610-626-5984x491,http://www.smith.com/,4972 Mclaughlin Via,Port Gabrielleville,DE,Ecuador,3616,Riley,Thomas,2025-08-01T21:50:45,salesforce_accounts,2025-10-12T04:56:38.677936,1dcce5b2-f419-485e-91e8-18d1abe14bd2,1dcce5b2-f419-485e-91e8-18d1abe14bd2
Dickson-Lopez,Partner,Technology,23410282,Cold,6721631564,https://www.russo-ramirez.com/,98817 Mary Land,Rachelberg,CA,Luxembourg,89687,Elliot,Wilson,2021-02-26T06:42:43,salesforce_accounts,2025-10-12T04:56:38.677936,8c189575-fdba-4da5-8938-72b9eed2de40,8c189575-fdba-4da5-8938-72b9eed2de40
Clark-Holt,Customer,Energy,3387296,Cold,+1-707-747-7129x222,https://robertson.net/,647 Alicia Port Apt. 437,Leeborough,WI,Japan,98597,Logan,Brown,2024-11-14T22:37:03,salesforce_accounts,2025-10-12T04:56:38.677936,f086be30-a03a-42b0-aa8d-8c9fd4848139,f086be30-a03a-42b0-aa8d-8c9fd4848139
"Romero, Hubbard and Carlson",Partner,Finance,47031927,Warm,244.789.9557x83528,http://www.delgado-lindsey.com/,1819 Norris Green,New Phillip,VT,Guyana,6628,Cameron,Taylor,2022-02-18T17:28:04,salesforce_accounts,2025-10-12T04:56:38.677936,f0b5fe04-162c-4021-9510-286ff9b8ef33,f0b5fe04-162c-4021-9510-286ff9b8ef33
Benton-Johnson,Customer,Energy,36791014,Warm,558.690.5677,http://www.dickson.com/,2278 Chang Springs,Pamelaport,RI,Lao People's Democratic Republic,19333,Parker,Smith,2023-12-24T01:13:20,salesforce_accounts,2025-10-12T04:56:38.677936,a04c812b-0e0f-4d24-b967-e35228358110,a04c812b-0e0f-4d24-b967-e35228358110
Nelson Group,Partner,Finance,25233272,Cold,463-408-9145,http://moore.com/,81622 Smith Cape,Williambury,MT,Kuwait,60401,Devin,Martinez,2021-03-02T12:17:43,salesforce_accounts,2025-10-12T04:56:38.677936,f59ad90b-20c1-4e43-8a01-5dea58e12545,f59ad90b-20c1-4e43-8a01-5dea58e12545
Carlson LLC,Vendor,Healthcare,1600500,Hot,212.098.8692x83842,https://parsons-bryant.info/,491 Villarreal Trace,New Christopher,DC,Oman,54838,Alex,Miller,2024-10-24T12:11:51,salesforce_accounts,2025-10-12T04:56:38.677936,f9536d9a-68ff-4fba-b734-a820cd538a4e,f9536d9a-68ff-4fba-b734-a820cd538a4e
Rivera-Torres,Prospect,Retail,22871392,Cold,419-359-3730x588,https://www.reyes-sanders.com/,6946 Ward Vista,West Christopher,IA,Congo,65533,Cameron,White,2024-10-27T12:31:26,salesforce_accounts,2025-10-12T04:56:38.677936,67db9d6d-e472-44b0-a36e-4ebd73b17936,67db9d6d-e472-44b0-a36e-4ebd73b17936
Garcia and Sons,Customer,Finance,30936427,Warm,453-861-2095x58756,https://www.richardson.com/,67696 Martinez Track,Garrisonland,MA,American Samoa,20322,Cameron,Hernandez,2021-04-11T05:56:51,salesforce_accounts,2025-10-12T04:56:38.677936,1ba995be-0ff1-44d7-a952-eb462099ac5b,1ba995be-0ff1-44d7-a952-eb462099ac5b
Shelton Group,Customer,Energy,2461977,Hot,5521263108,http://www.dean.com/,184 Park Lodge,Port Kellihaven,TN,Zimbabwe,92423,Avery,Anderson,2021-04-23T07:41:07,salesforce_accounts,2025-10-12T04:56:38.677936,ce6b5422-f5f7-4717-993b-cd609bc3de03,ce6b5422-f5f7-4717-993b-cd609bc3de03
"Chapman, Potter and Hernandez",Prospect,Healthcare,24327142,Hot,698-849-4892x4453,http://atkinson.com/,29156 Barr Camp,West Karina,ND,New Zealand,38000,Rowan,Williams,2020-08-16T13:52:11,salesforce_accounts,2025-10-12T04:56:38.677936,e9cfe794-76c3-4763-9096-262bce8c05f0,e9cfe794-76c3-4763-9096-262bce8c05f0
"Wagner, Snyder and Torres",Customer,Finance,4532654,Cold,001-200-899-3101x05642,https://www.acevedo.com/,65214 Christopher Island Suite 059,Wilkersonbury,CO,Morocco,64613,Logan,Thomas,2023-11-20T11:12:11,salesforce_accounts,2025-10-12T04:56:38.677936,c8f4fdb5-049a-4756-b3ba-1cd79e80d088,c8f4fdb5-049a-4756-b3ba-1cd79e80d088
Elliott-Vazquez,Customer,Technology,34718900,Warm,(508)672-1919,https://tran-roy.info/,734 Lindsey Motorway Apt. 788,Wrightchester,VA,Iran,26166,Elliot,Brown,2025-04-15T16:49:03,salesforce_accounts,2025-10-12T04:56:38.677936,1d6825e3-ac4a-4f17-890f-7584792493ac,1d6825e3-ac4a-4f17-890f-7584792493ac
Farmer and Sons,Partner,Retail,23777458,Cold,+1-389-944-3863x130,http://savage.com/,889 Charles Plain,West Jennifer,FL,Myanmar,78329,Sam,Garcia,2023-12-07T00:10:30,salesforce_accounts,2025-10-12T04:56:38.677936,6b67ec76-69f1-49d2-9c4b-d71a5e51fe3f,6b67ec76-69f1-49d2-9c4b-d71a5e51fe3f
Owens-Peterson,Customer,Finance,7478140,Cold,+1-376-277-7064x843,https://johnson-harrison.info/,315 Gutierrez Turnpike Apt. 633,Port Amy,NJ,United Arab Emirates,15837,Skyler,Thomas,2024-11-17T04:22:26,salesforce_accounts,2025-10-12T04:56:38.677936,05fdc797-a764-4b19-a5a2-e4d42878d3a6,05fdc797-a764-4b19-a5a2-e4d42878d3a6
"Hanson, Sanchez and Mcpherson",Vendor,Healthcare,48576248,Cold,286.982.2364x1293,http://fisher.com/,8995 Rush Ranch Apt. 204,North Ronnie,UT,France,78358,Skyler,Thompson,2024-12-20T04:54:44,salesforce_accounts,2025-10-12T04:56:38.677936,6a7faae8-27da-47aa-9209-974cf61fec42,6a7faae8-27da-47aa-9209-974cf61fec42
Gutierrez-Brown,Vendor,Technology,12248768,Hot,001-098-648-6153x34913,https://phelps.com/,35488 Roberts Freeway,Knightport,UT,Svalbard & Jan Mayen Islands,34930,Skyler,Taylor,2020-11-01T15:54:10,salesforce_accounts,2025-10-12T04:56:38.677936,d63206c7-b423-4134-a59a-63af36d58b50,d63206c7-b423-4134-a59a-63af36d58b50
"Oliver, Rodriguez and Cook",Prospect,Education,14111312,Hot,6369653050,http://jones.info/,5484 Tate Drives,West Annamouth,MO,Spain,4229,Avery,Martin,2020-11-07T22:20:28,salesforce_accounts,2025-10-12T04:56:38.677936,1d5ce3ac-b370-485f-b3c5-ce806bf02aa1,1d5ce3ac-b370-485f-b3c5-ce806bf02aa1
"Patel, Jacobs and Perez",Customer,Healthcare,30218818,Warm,820-135-5606x76965,https://richardson.com/,940 Sherri Walks,Port Megan,ID,Iran,1849,Reese,Williams,2025-08-07T12:36:17,salesforce_accounts,2025-10-12T04:56:38.677936,62ce3257-85d5-4766-b41c-962501d11670,62ce3257-85d5-4766-b41c-962501d11670
"Berg, Smith and Boyle",Prospect,Healthcare,37091531,Warm,(478)987-9872x890,https://fernandez-garcia.com/,73047 William Track Apt. 532,Cowanland,WV,Guatemala,98334,Harper,Taylor,2022-09-20T02:50:01,salesforce_accounts,2025-10-12T04:56:38.677936,15271e9f-ecab-4eaf-98c6-ef5c709b76ed,15271e9f-ecab-4eaf-98c6-ef5c709b76ed
Kelley-Jones,Vendor,Technology,46438649,Cold,001-144-113-1127x334,https://christian.com/,87191 Christian Light,Adamsland,IN,Venezuela,35068,Riley,Wilson,2020-01-01T17:45:15,salesforce_accounts,2025-10-12T04:56:38.677936,59d65a15-8906-4a32-8ae6-926e4af06013,59d65a15-8906-4a32-8ae6-926e4af06013
Cruz and Sons,Customer,Healthcare,38882858,Cold,001-314-238-6077x703,http://ramsey.com/,267 Adrian Camp,Brendamouth,HI,Iceland,60071,Taylor,Martinez,2023-04-27T21:26:28,salesforce_accounts,2025-10-12T04:56:38.677936,953a9f1b-d154-4293-ba5a-d7c43380b653,953a9f1b-d154-4293-ba5a-d7c43380b653
Martin Ltd,Customer,Technology,42155138,Cold,001-829-705-3023,http://www.kelley.com/,21536 Jordan Pass Apt. 492,Santiagotown,CT,Martinique,53538,Cameron,Garcia,2020-07-23T13:26:37,salesforce_accounts,2025-10-12T04:56:38.677936,cf6de1f9-9254-489f-b4da-8036af7b4cf5,cf6de1f9-9254-489f-b4da-8036af7b4cf5
Lopez-Moreno,Prospect,Finance,8879341,Warm,661.140.4341,http://www.rodriguez-vega.biz/,22826 Cline Cape,East Dylanchester,MN,Serbia,86350,Reese,Martinez,2023-01-29T03:46:37,salesforce_accounts,2025-10-12T04:56:38.677936,eb6aacd9-00ec-42b3-bbe0-da6310968e87,eb6aacd9-00ec-42b3-bbe0-da6310968e87
"Bell, Swanson and Delacruz",Vendor,Technology,43945065,Hot,001-317-338-0299x9195,http://garcia-anderson.com/,0511 Perez Ridge,South Kevin,UT,Japan,21639,Elliot,Miller,2023-12-23T16:11:38,salesforce_accounts,2025-10-12T04:56:38.677936,616db873-858f-4bd5-b55b-90514fe0f1f3,616db873-858f-4bd5-b55b-90514fe0f1f3
"Simpson, Ingram and Walsh",Customer,Technology,40633569,Hot,134-264-8746x4408,http://dominguez.net/,870 Nathan Roads,Ginamouth,FL,Saudi Arabia,8342,Sam,Williams,2023-07-15T02:23:05,salesforce_accounts,2025-10-12T04:56:38.677936,5f6a95e9-0966-42db-b84e-4a71191d3584,5f6a95e9-0966-42db-b84e-4a71191d3584
Rosales-Preston,Prospect,Retail,45034701,Cold,122.966.0713x2854,http://www.drake.org/,510 Rhodes Way Suite 723,Monicaville,NH,Chile,89165,Taylor,Martin,2022-04-08T21:08:40,salesforce_accounts,2025-10-12T04:56:38.677936,626b7ebd-b746-4c4d-92e5-288c8334041c,626b7ebd-b746-4c4d-92e5-288c8334041c
Wolf-Ramirez,Vendor,Technology,2412584,Cold,(762)229-0698,http://lang-maldonado.org/,327 Francis Spur,Riverastad,KS,Kazakhstan,64250,Jamie,Brown,2022-05-17T12:56:00,salesforce_accounts,2025-10-12T04:56:38.677936,428817db-95e9-465d-b9e1-97a7517d2960,428817db-95e9-465d-b9e1-97a7517d2960
Allen Group,Prospect,Technology,21054754,Cold,+1-465-585-2345,https://williams.org/,7239 Diaz Shores Suite 173,Jesuschester,VT,Montenegro,29054,Cameron,Martin,2024-01-04T11:27:59,salesforce_accounts,2025-10-12T04:56:38.677936,b21493c7-1aba-4a43-b793-194e59124ec2,b21493c7-1aba-4a43-b793-194e59124ec2
"Smith, Anderson and Sherman",Partner,Education,48232820,Cold,001-454-371-3373,https://www.allen.biz/,071 Julie Spurs Apt. 215,Lake Brian,AK,Netherlands,22215,Jamie,Martin,2020-10-31T18:24:13,salesforce_accounts,2025-10-12T04:56:38.677936,f3b748df-7baa-4590-8193-c5e9710682d6,f3b748df-7baa-4590-8193-c5e9710682d6
Bailey-Turner,Customer,Finance,17502265,Warm,409-135-3700x39569,http://www.mitchell-taylor.info/,92291 Alvarado Via,Rebeccaberg,VA,Palestinian Territory,54896,Avery,Davis,2022-04-08T20:24:12,salesforce_accounts,2025-10-12T04:56:38.677936,32a6b573-6537-4799-9f1c-fcae5d2a9dec,32a6b573-6537-4799-9f1c-fcae5d2a9dec
Thompson-Brooks,Partner,Retail,15346767,Hot,304-029-7736x59641,http://www.beck.com/,39847 Lee Mission Suite 087,West Kennethton,OH,Ghana,39046,Casey,Anderson,2021-09-25T02:34:24,salesforce_accounts,2025-10-12T04:56:38.677936,f45932e7-b4ca-40f8-98b9-12184196f43b,f45932e7-b4ca-40f8-98b9-12184196f43b
"Miller, Cain and Gutierrez",Vendor,Education,15177441,Cold,873.098.1084,https://davies.com/,61530 Choi Mills,Rothborough,LA,Saint Martin,41336,Alex,Anderson,2023-01-10T02:55:52,salesforce_accounts,2025-10-12T04:56:38.677936,a71e5532-c5d6-47a1-9c2d-477d371f03ec,a71e5532-c5d6-47a1-9c2d-477d371f03ec
"Shea, White and Hunt",Partner,Energy,45304549,Warm,3095881510,http://brooks-soto.com/,40046 Simpson Junction,Port Karenstad,AR,Belgium,38752,Jordan,Jones,2021-05-24T14:41:17,salesforce_accounts,2025-10-12T04:56:38.677936,6e9dbc42-92b0-47d6-8152-b2929eeed89c,6e9dbc42-92b0-47d6-8152-b2929eeed89c
"White, Ray and Callahan",Partner,Finance,34801851,Cold,+1-079-084-9422,http://williams-patel.com/,790 James Meadow,Jonesside,CA,United States Virgin Islands,44878,Jamie,Garcia,2020-09-08T20:06:38,salesforce_accounts,2025-10-12T04:56:38.677936,b11cc606-45a1-47d9-b439-e1091929a187,b11cc606-45a1-47d9-b439-e1091929a187
Boone-Hill,Vendor,Finance,43522964,Cold,923-352-4507x892,https://franklin-smith.info/,2483 Jenna Mission,Samuelberg,ID,Cocos (Keeling) Islands,34803,Harper,Brown,2025-03-18T00:21:26,salesforce_accounts,2025-10-12T04:56:38.677936,dc8f98c7-33cc-4140-9af9-cab993ca858e,dc8f98c7-33cc-4140-9af9-cab993ca858e
Foster and Sons,Prospect,Energy,5938684,Hot,+1-440-056-3376x38193,http://www.harrell.org/,95902 Nicole Rapid,Perezville,NY,Dominican Republic,41515,Elliot,Jones,2023-11-10T22:42:19,salesforce_accounts,2025-10-12T04:56:38.677936,5f0a0182-e7e1-4092-a9b2-822e93064d18,5f0a0182-e7e1-4092-a9b2-822e93064d18
"Olson, Osborn and Ford",Partner,Technology,22815019,Cold,+1-196-434-7112x57003,http://www.acosta.net/,408 Nelson Mission,Douglasshire,MI,Vanuatu,99454,Taylor,Rodriguez,2024-06-02T17:59:37,salesforce_accounts,2025-10-12T04:56:38.677936,fd7c8622-6ff4-4c13-a295-9712a5d17abb,fd7c8622-6ff4-4c13-a295-9712a5d17abb
"Wilson, Adkins and Coleman",Prospect,Education,36435364,Hot,990.037.2010,http://www.walker-miller.biz/,2911 William Summit,Barrstad,NV,Yemen,11765,Skyler,Davis,2024-03-04T17:42:52,salesforce_accounts,2025-10-12T04:56:38.677936,6d37bf4f-ec7c-4e81-b0f6-ea2b6ee8d470,6d37bf4f-ec7c-4e81-b0f6-ea2b6ee8d470
Ryan PLC,Partner,Healthcare,35709185,Hot,(428)933-2852,http://gonzalez.com/,594 Garcia Union,Brandonview,OR,Pitcairn Islands,37382,Rowan,Miller,2024-03-11T05:27:43,salesforce_accounts,2025-10-12T04:56:38.677936,7a0e76e8-0dd7-47d9-b08d-16ef6aee7428,7a0e76e8-0dd7-47d9-b08d-16ef6aee7428
"Armstrong, Wells and Kennedy",Prospect,Retail,47739471,Hot,765.972.6671x196,https://dunn-lambert.biz/,448 Daniel Way,Millerside,NH,Wallis and Futuna,88832,Logan,White,2025-01-31T00:20:27,salesforce_accounts,2025-10-12T04:56:38.677936,3c673638-7efe-4603-abf9-34220a90a29c,3c673638-7efe-4603-abf9-34220a90a29c
Wright-Michael,Vendor,Healthcare,9293380,Warm,9376935545,http://kaiser.org/,603 Molly Views Apt. 553,Lake Kennethhaven,CO,Liberia,82783,Avery,Jones,2021-04-17T00:16:44,salesforce_accounts,2025-10-12T04:56:38.677936,f7618d93-d22f-4dbf-90c9-a95abe5526b3,f7618d93-d22f-4dbf-90c9-a95abe5526b3
Hudson-Jones,Partner,Energy,10604107,Warm,996-372-9102x1710,http://curry.com/,47048 Amy Point,Moorehaven,AL,Fiji,38892,Parker,Williams,2022-05-12T20:12:56,salesforce_accounts,2025-10-12T04:56:38.677936,b1b3fe6a-46d3-4333-a0f4-3dbd2af5de30,b1b3fe6a-46d3-4333-a0f4-3dbd2af5de30
Vega Inc,Vendor,Finance,34625539,Hot,616.936.8544x683,http://reid.net/,94420 Atkinson Pass Apt. 522,Port Mark,IL,Trinidad and Tobago,39535,Harper,Miller,2020-04-03T04:17:06,salesforce_accounts,2025-10-12T04:56:38.677936,b9da8a11-47a1-41d3-bd87-d812eb38331b,b9da8a11-47a1-41d3-bd87-d812eb38331b
Orr Ltd,Partner,Finance,16564554,Cold,802.374.3948,https://cabrera.com/,5415 Schneider Lane,Carmenberg,MN,Algeria,56265,Parker,Moore,2021-01-16T12:40:36,salesforce_accounts,2025-10-12T04:56:38.677936,2cef9e39-4d18-4271-a0ea-6ea9d73a14ef,2cef9e39-4d18-4271-a0ea-6ea9d73a14ef
"Jones, Mcclain and Stewart",Vendor,Retail,11405942,Hot,591.320.7864x808,https://hernandez.biz/,4534 Vaughn Landing Suite 353,West Anna,WY,Angola,9013,Jamie,Hernandez,2022-07-05T15:01:21,salesforce_accounts,2025-10-12T04:56:38.677936,d95f5fdf-3261-4c81-9a03-c03b99c8f248,d95f5fdf-3261-4c81-9a03-c03b99c8f248
Tran-Peterson,Vendor,Finance,2586213,Cold,010-620-8758x110,https://www.walker.com/,3858 Michael Parkway,Smithshire,OH,Saint Helena,66580,Casey,Thompson,2024-12-23T14:18:46,salesforce_accounts,2025-10-12T04:56:38.677936,0914107b-8597-4e15-aade-c3d2dadada78,0914107b-8597-4e15-aade-c3d2dadada78
Martinez Inc,Partner,Finance,10802330,Hot,(836)936-9362,https://www.barry-perez.net/,39983 Scott Lodge Apt. 342,Taylormouth,AZ,Egypt,25012,Alex,Thompson,2020-05-03T09:08:57,salesforce_accounts,2025-10-12T04:56:38.677936,08e99f19-eead-4322-b4be-8940f4217ad7,08e99f19-eead-4322-b4be-8940f4217ad7
"Black, Moss and Carlson",Partner,Retail,24591050,Cold,374-577-6949x3328,https://wright.biz/,007 Michael Square,North Nancymouth,VA,Fiji,16365,Morgan,Hernandez,2021-02-05T04:41:14,salesforce_accounts,2025-10-12T04:56:38.677936,d6d21879-4f95-42c2-af62-e1e5c3b5ea9e,d6d21879-4f95-42c2-af62-e1e5c3b5ea9e
"Davis, Newman and Powell",Partner,Education,11699468,Warm,001-326-940-8602x139,https://gallagher.net/,36691 Knight Flats Apt. 685,East Frederickmouth,KY,Romania,28429,Rowan,Thompson,2020-03-21T10:00:54,salesforce_accounts,2025-10-12T04:56:38.677936,2e7bd06a-c58f-4b98-b423-fac14440e48c,2e7bd06a-c58f-4b98-b423-fac14440e48c
"Conner, Carter and Wilson",Customer,Education,42991924,Cold,001-402-484-8125x889,http://palmer.biz/,5771 Bryant Roads Suite 854,North Tammy,KS,Congo,48451,Jamie,White,2023-08-11T19:34:24,salesforce_accounts,2025-10-12T04:56:38.677936,ac0ea689-e819-4051-8616-c737a83dd3b8,ac0ea689-e819-4051-8616-c737a83dd3b8
Smith-Thomas,Prospect,Retail,36053686,Hot,(688)214-1972,https://www.reese.org/,9830 Griffith Curve Suite 969,Nelsonport,OK,Korea,96452,Riley,Martinez,2020-05-03T19:35:49,salesforce_accounts,2025-10-12T04:56:38.677936,a319c09b-8443-42fe-a1f7-1faf9d7a58e4,a319c09b-8443-42fe-a1f7-1faf9d7a58e4
Smith-Wang,Customer,Energy,39099274,Warm,001-690-671-7862x3798,https://cole-ellison.com/,79743 Diaz Path,South Randall,FL,Rwanda,70907,Reese,Martinez,2023-03-12T03:03:49,salesforce_accounts,2025-10-12T04:56:38.677936,881613b9-809a-4c98-b27e-87c1cbc1049c,881613b9-809a-4c98-b27e-87c1cbc1049c
Santos PLC,Customer,Finance,32982294,Cold,+1-363-149-9215,http://thompson-ayala.com/,7852 Alexis Wall Apt. 911,Tinaville,FL,Romania,34053,Skyler,Jones,2025-03-23T17:46:39,salesforce_accounts,2025-10-12T04:56:38.677936,d8adf15a-0d27-4d16-96cd-4506d35235af,d8adf15a-0d27-4d16-96cd-4506d35235af
Gross-Thompson,Vendor,Finance,26653295,Cold,001-822-596-1732,https://walker.com/,589 Ramirez Falls,Johnport,NE,Sierra Leone,95909,Jordan,Hernandez,2022-11-23T02:02:01,salesforce_accounts,2025-10-12T04:56:38.677936,3afea97b-92f0-42c9-bcfa-b0bd94f8475d,3afea97b-92f0-42c9-bcfa-b0bd94f8475d
Huff Group,Partner,Energy,29919310,Cold,+1-669-982-5651x67936,https://harrison-wilson.com/,79675 Courtney Plaza Suite 217,Anneburgh,DE,Swaziland,84546,Devin,Williams,2023-10-01T13:22:43,salesforce_accounts,2025-10-12T04:56:38.677936,84ee35b1-446f-4d14-b027-09bea0ef196c,84ee35b1-446f-4d14-b027-09bea0ef196c
Torres Ltd,Prospect,Education,38210964,Cold,589.958.1571x939,http://crosby.com/,7877 Powell Ford Apt. 130,Port Jennifer,AK,Cayman Islands,68863,Jamie,Moore,2022-12-24T19:36:08,salesforce_accounts,2025-10-12T04:56:38.677936,2d06d3d2-aa98-4a01-9bbd-2800466611bc,2d06d3d2-aa98-4a01-9bbd-2800466611bc
Rubio-Ward,Vendor,Technology,32306587,Cold,(940)196-6799,https://www.garcia-wright.com/,9652 Lauren Lakes Suite 878,New William,UT,Fiji,92534,Morgan,Hernandez,2023-05-01T01:35:00,salesforce_accounts,2025-10-12T04:56:38.677936,a05753de-6c67-4232-85e6-0249a92987ea,a05753de-6c67-4232-85e6-0249a92987ea
King and Sons,Customer,Technology,7092910,Warm,001-822-401-9410x012,http://kline-williams.com/,125 Jasmin Isle Apt. 749,South Katie,HI,Uruguay,89347,Skyler,Wilson,2021-08-16T21:05:31,salesforce_accounts,2025-10-12T04:56:38.677936,15d82dbf-d744-44b3-b915-5fd3b04df433,15d82dbf-d744-44b3-b915-5fd3b04df433
Lewis-Wright,Partner,Technology,39615544,Warm,543-723-4696x95466,http://moses-hoffman.info/,48336 Paul Flats,New Williamstad,VT,Angola,68663,Casey,Rodriguez,2025-05-08T03:22:48,salesforce_accounts,2025-10-12T04:56:38.677936,2a673f6a-98f8-4f10-8bf4-d77e004a022f,2a673f6a-98f8-4f10-8bf4-d77e004a022f
Martinez-Macias,Vendor,Education,22660074,Warm,779-827-3774x532,http://www.campos.org/,88767 Nicholas Garden Suite 032,New Claudiashire,IL,Australia,34916,Skyler,Thompson,2020-08-21T00:45:19,salesforce_accounts,2025-10-12T04:56:38.677936,19cac654-0d02-402b-a8c0-b9a01b6f0242,19cac654-0d02-402b-a8c0-b9a01b6f0242
