product_id,sku,product_name,category,subcategory,brand,price_usd,cost_usd,weight_kg,dimensions,color,size,active,stock_quantity,reorder_level,supplier_id,created_at,updated_at,source_system,ingestion_timestamp,rating,review_count,in_stock
PROD-005857,SKU-749573,Organic multi-tasking access,Sports,Water Sports,Petersen Group,659.26,410.9,38.66,31x17x19,Green,One Size,True,468,88,SUPP-039,2023-12-10 05:38:28.482456,2025-09-17 11:36:20.964307,snowflake,2025-03-22 10:50:05.355037,4.1,32,True
PROD-005858,SKU-214438,Reactive motivating attitude,Sports,Team Sports,George LLC,995.64,97.83,33.61,50x8x28,Orange,One Size,False,815,89,SUPP-087,2024-07-22 16:20:13.463981,2025-07-06 22:31:01.516180,snowflake,2025-03-22 10:50:05.355037,3.1,21,True
PROD-005859,SKU-198020,Robust mission-critical info-mediaries,Home,Other,"Brown, Dunn and Brown",259.93,408.47,42.39,95x12x44,White,XL,True,145,58,SUPP-059,2022-10-16 01:13:49.672459,2025-10-10 02:20:50.416241,snowflake,2025-03-22 10:50:05.355037,2.4,27,True
PROD-005860,SKU-821995,Expanded tangible paradigm,Toys,Dolls,"Cameron, Cline and Rose",933.14,158.4,20.34,75x74x16,Green,XS,True,630,35,SUPP-100,2023-01-19 17:25:38.867741,2025-01-21 18:50:09.237397,snowflake,2025-03-22 10:50:05.355037,5.0,25,True
PROD-005861,SKU-837205,Distributed client-driven function,Sports,Water Sports,Flores-Hughes,400.92,437.73,37.42,8x34x28,Green,L,True,344,15,SUPP-065,2023-08-02 16:09:46.112057,2025-07-10 15:23:38.348510,snowflake,2025-03-22 10:50:05.355037,4.4,20,True
PROD-005862,SKU-778661,Down-sized fresh-thinking encryption,Toys,Games,"Waller, Jackson and Jones",727.81,197.78,27.28,27x55x49,Blue,One Size,True,527,64,SUPP-086,2022-11-18 01:00:02.846346,2025-03-13 18:12:59.379162,snowflake,2025-03-22 10:50:05.355037,3.7,22,True
PROD-005863,SKU-244256,Expanded human-resource task-force,Electronics,Smartphones,"Davila, James and Floyd",320.56,480.98,41.51,33x40x28,Yellow,XXL,True,575,97,SUPP-049,2024-01-22 10:41:18.585387,2025-01-23 09:49:10.082941,snowflake,2025-03-22 10:50:05.355037,3.6,25,True
PROD-005864,SKU-287962,Adaptive optimal emulation,Home,Other,"Baldwin, Cuevas and Bradley",899.63,351.01,21.45,86x72x23,Yellow,M,True,790,94,SUPP-042,2022-12-30 10:36:49.961050,2025-08-21 09:04:39.877902,snowflake,2025-03-22 10:50:05.355037,4.2,27,True
PROD-005865,SKU-346302,Polarized foreground interface,Electronics,Gaming,Castillo-Castro,713.45,359.87,45.11,36x9x43,Purple,XS,True,174,61,SUPP-005,2024-07-15 23:25:41.268609,2025-08-24 06:59:15.269932,snowflake,2025-03-22 10:50:05.355037,4.4,13,False
PROD-005866,SKU-115791,Organic transitional open architecture,Toys,Educational,Jackson-Compton,912.09,142.93,1.84,92x46x23,White,One Size,True,413,52,SUPP-100,2024-09-08 09:05:36.963718,2024-12-04 12:42:17.852551,snowflake,2025-03-22 10:50:05.355037,3.2,32,False
PROD-005867,SKU-995835,Exclusive cohesive conglomeration,Books,Non-Fiction,"Abbott, Webster and Lucas",127.85,204.1,15.28,73x88x8,Red,XXL,True,514,14,SUPP-082,2022-11-17 10:36:59.762699,2025-06-14 21:45:56.460556,snowflake,2025-03-22 10:50:05.355037,3.7,23,True
PROD-005868,SKU-770675,Public-key tangible circuit,Clothing,Accessories,"Watson, Mccall and Hunter",661.42,16.95,5.86,99x7x49,Red,M,False,913,31,SUPP-058,2023-03-07 17:20:10.290002,2025-08-26 06:19:12.467642,snowflake,2025-03-22 10:50:05.355037,3.5,22,True
PROD-005869,SKU-821833,Face-to-face human-resource product,Clothing,Kids,Romero Inc,477.74,302.21,15.37,7x45x14,Red,XS,True,962,60,SUPP-074,2024-07-04 09:08:41.347648,2024-12-29 01:35:14.696386,snowflake,2025-03-22 10:50:05.355037,5.0,38,True
PROD-005870,SKU-465758,Inverse scalable collaboration,Sports,Water Sports,Harper Group,571.4,190.17,8.02,82x42x28,Yellow,L,True,390,40,SUPP-049,2024-09-15 13:44:34.101902,2024-12-29 03:20:51.596303,snowflake,2025-03-22 10:50:05.355037,4.5,25,True
PROD-005871,SKU-202496,Progressive context-sensitive monitoring,Books,Fiction,"Morgan, Atkinson and Schwartz",115.5,192.27,2.54,49x54x7,Black,XL,False,130,59,SUPP-027,2023-05-18 22:55:56.806123,2025-07-19 20:17:47.498279,snowflake,2025-03-22 10:50:05.355037,4.3,28,True
PROD-005872,SKU-896376,Virtual zero tolerance open architecture,Toys,Dolls,Leon-Hernandez,450.55,275.19,37.56,4x63x6,Green,XS,True,712,59,SUPP-011,2023-04-25 19:37:47.635685,2024-10-30 04:45:34.177552,snowflake,2025-03-22 10:50:05.355037,4.9,35,True
PROD-005873,SKU-743891,Switchable interactive process improvement,Books,Children's,Kramer and Sons,870.42,203.5,33.0,3x2x29,Yellow,M,False,769,75,SUPP-067,2023-12-10 16:32:18.018289,2025-09-01 02:07:02.722038,snowflake,2025-03-22 10:50:05.355037,4.3,24,True
PROD-005874,SKU-860235,Pre-emptive encompassing application,Sports,Water Sports,Robertson and Sons,421.27,351.58,32.55,79x84x33,Purple,One Size,False,409,75,SUPP-075,2024-03-23 16:45:37.090668,2025-01-05 21:35:09.583446,snowflake,2025-03-22 10:50:05.355037,4.9,27,True
PROD-005875,SKU-959862,Synchronized exuding groupware,Home,Other,Dixon and Sons,640.34,4.24,36.19,23x87x43,Purple,XL,False,15,27,SUPP-090,2024-05-30 09:17:27.408314,2025-04-13 14:52:33.862110,snowflake,2025-03-22 10:50:05.355037,4.9,17,True
PROD-005876,SKU-331814,Horizontal static customer loyalty,Sports,Outdoor,"Kelly, Leonard and Brown",279.72,67.3,41.01,17x44x18,Black,M,False,74,40,SUPP-032,2024-09-14 05:41:03.286107,2025-03-26 23:56:36.128055,snowflake,2025-03-22 10:50:05.355037,3.8,31,True
PROD-005877,SKU-563503,Implemented stable conglomeration,Electronics,Tablets,"Marshall, Ramirez and Rodriguez",482.73,442.42,16.98,99x32x43,Green,L,True,80,61,SUPP-022,2023-12-16 01:30:17.292775,2025-08-11 11:34:18.462337,snowflake,2025-03-22 10:50:05.355037,4.1,28,False
PROD-005878,SKU-920215,Object-based coherent access,Sports,Fitness,Allen-Phillips,826.37,398.53,36.89,51x48x44,Purple,L,False,833,87,SUPP-022,2023-07-05 22:09:10.581824,2025-03-02 13:47:37.416436,snowflake,2025-03-22 10:50:05.355037,2.9,21,True
PROD-005879,SKU-296949,Adaptive empowering monitoring,Books,Non-Fiction,"Cordova, Friedman and Wilson",984.84,329.63,21.52,77x90x42,Orange,M,False,862,55,SUPP-091,2022-12-01 17:07:06.331366,2024-10-19 07:14:48.336518,snowflake,2025-03-22 10:50:05.355037,3.8,15,True
PROD-005880,SKU-938758,Progressive optimal focus group,Books,Non-Fiction,Zhang LLC,628.07,416.76,16.85,95x38x42,Orange,XXL,False,746,72,SUPP-096,2024-06-23 01:00:11.637431,2025-06-16 09:20:26.428672,snowflake,2025-03-22 10:50:05.355037,3.9,23,True
PROD-005881,SKU-987854,Horizontal bi-directional system engine,Electronics,Laptops,Thomas-Russell,369.93,188.82,30.02,24x27x11,Black,One Size,False,958,67,SUPP-056,2023-01-31 20:33:40.997184,2025-05-15 05:12:43.666759,snowflake,2025-03-22 10:50:05.355037,3.7,24,True
PROD-005882,SKU-374723,Centralized leadingedge help-desk,Sports,Winter Sports,Wu-Rodriguez,67.55,251.66,29.62,55x78x32,Purple,S,True,592,43,SUPP-026,2023-05-27 19:28:36.341211,2024-11-25 05:52:31.290541,snowflake,2025-03-22 10:50:05.355037,4.4,28,True
PROD-005883,SKU-356904,Mandatory background algorithm,Electronics,Laptops,Booker-Robertson,110.08,65.79,3.52,27x41x19,Red,M,True,161,82,SUPP-054,2023-07-14 22:44:40.061668,2024-11-24 20:34:18.549895,snowflake,2025-03-22 10:50:05.355037,4.1,22,True
PROD-005884,SKU-673544,Diverse needs-based function,Sports,Team Sports,Love and Sons,388.12,45.95,5.81,7x12x19,Orange,XL,False,194,99,SUPP-040,2023-01-06 17:16:55.538584,2024-11-25 17:19:54.719345,snowflake,2025-03-22 10:50:05.355037,4.7,27,True
PROD-005885,SKU-938570,Multi-channeled human-resource open system,Toys,Games,Stewart-Conrad,132.04,390.76,31.08,57x77x6,Orange,XXL,False,55,81,SUPP-006,2023-12-03 00:36:48.688101,2025-03-04 18:06:39.429936,snowflake,2025-03-22 10:50:05.355037,3.7,24,True
PROD-005886,SKU-688286,Versatile exuding ability,Electronics,Smartphones,"Weiss, Smith and Ramirez",971.0,351.29,13.98,47x8x41,Green,M,False,51,32,SUPP-031,2024-01-16 16:04:07.966212,2025-03-05 16:25:08.889584,snowflake,2025-03-22 10:50:05.355037,5.0,24,True
PROD-005887,SKU-959876,Balanced directional encoding,Toys,Outdoor,"Brown, Santana and Johnson",511.22,464.92,30.38,51x69x8,Yellow,XXL,False,559,76,SUPP-087,2022-12-01 03:53:14.715490,2025-06-11 05:47:22.184439,snowflake,2025-03-22 10:50:05.355037,4.6,34,True
PROD-005888,SKU-668480,Re-contextualized object-oriented knowledge user,Toys,Action Figures,Smith Ltd,944.48,453.06,26.74,38x30x26,White,XXL,True,532,98,SUPP-034,2023-09-25 14:56:12.488494,2025-01-31 21:03:06.499510,snowflake,2025-03-22 10:50:05.355037,4.7,35,True
PROD-005889,SKU-736828,Visionary encompassing neural-net,Electronics,Smartphones,Clarke-Weber,846.6,449.71,32.8,92x66x21,Red,L,False,488,78,SUPP-026,2024-02-21 19:04:58.130699,2025-02-17 05:25:38.999485,snowflake,2025-03-22 10:50:05.355037,2.7,33,True
PROD-005890,SKU-995684,Operative web-enabled superstructure,Sports,Team Sports,"Luna, Moore and Sherman",730.5,187.3,16.38,61x12x7,Orange,M,True,782,76,SUPP-052,2022-11-23 09:17:25.919901,2025-10-14 05:33:14.697722,snowflake,2025-03-22 10:50:05.355037,3.1,29,True
PROD-005891,SKU-234767,Digitized local pricing structure,Home,Other,Young Ltd,41.86,441.6,30.65,76x56x8,Yellow,M,True,202,61,SUPP-037,2023-09-09 11:45:28.969061,2025-02-26 01:21:38.405106,snowflake,2025-03-22 10:50:05.355037,3.9,20,False
PROD-005892,SKU-991082,Seamless 3rdgeneration adapter,Sports,Water Sports,Mason-Nicholson,484.64,374.15,25.07,77x100x42,Yellow,M,False,875,35,SUPP-007,2022-12-24 14:23:02.808544,2025-01-28 08:11:50.457427,snowflake,2025-03-22 10:50:05.355037,4.8,27,True
PROD-005893,SKU-332425,Ameliorated directional monitoring,Electronics,Accessories,Anderson Ltd,778.34,489.79,5.69,28x92x28,White,L,True,231,58,SUPP-079,2023-08-19 17:55:39.088940,2025-03-12 02:55:49.007763,snowflake,2025-03-22 10:50:05.355037,3.4,15,True
PROD-005894,SKU-708237,Decentralized human-resource instruction set,Toys,Outdoor,Campbell Group,539.17,329.21,23.03,76x9x47,Blue,L,False,508,39,SUPP-092,2024-04-29 14:05:03.360734,2025-06-27 07:04:31.271285,snowflake,2025-03-22 10:50:05.355037,4.1,18,True
PROD-005895,SKU-828846,Future-proofed bifurcated attitude,Clothing,Shoes,Sexton-Matthews,386.35,239.15,17.78,69x19x43,White,L,False,825,33,SUPP-050,2023-01-17 18:52:35.812305,2025-07-06 16:19:47.365804,snowflake,2025-03-22 10:50:05.355037,4.9,20,True
PROD-005896,SKU-724993,Upgradable intangible ability,Sports,Outdoor,"Murphy, Cross and Waters",629.48,193.59,16.15,50x5x11,Blue,XL,True,195,50,SUPP-061,2024-07-11 10:48:00.259944,2025-01-17 02:31:20.659713,snowflake,2025-03-22 10:50:05.355037,3.3,30,True
PROD-005897,SKU-659829,Networked interactive knowledgebase,Books,Reference,Rivera PLC,256.8,438.67,40.61,86x66x24,White,One Size,False,160,53,SUPP-067,2024-02-01 05:25:00.277441,2024-12-17 03:18:22.018952,snowflake,2025-03-22 10:50:05.355037,4.1,24,False
PROD-005898,SKU-626464,Versatile encompassing approach,Clothing,Accessories,Fischer-Santiago,554.58,421.37,26.26,50x22x46,Red,M,False,886,76,SUPP-076,2024-07-21 08:21:39.066772,2025-06-19 19:08:48.256822,snowflake,2025-03-22 10:50:05.355037,4.0,27,True
PROD-005899,SKU-167765,Quality-focused multimedia hierarchy,Books,Children's,"Barnes, Stephens and Hodges",904.23,431.34,12.6,70x82x19,Purple,XS,True,889,96,SUPP-030,2023-02-01 01:23:16.556967,2025-03-06 06:25:13.859256,snowflake,2025-03-22 10:50:05.355037,3.8,27,True
PROD-005900,SKU-293109,Synchronized high-level array,Books,Children's,"Stewart, Brown and Bell",58.65,54.23,17.44,26x55x5,Red,L,True,964,69,SUPP-037,2023-04-24 13:42:12.682800,2024-11-18 10:59:31.787786,snowflake,2025-03-22 10:50:05.355037,3.7,22,True
PROD-005901,SKU-534493,Streamlined object-oriented Internet solution,Toys,Dolls,Johnson-Krueger,554.2,92.0,25.11,82x64x37,Yellow,XL,True,175,31,SUPP-084,2023-10-26 17:08:43.193922,2025-03-20 14:55:31.063911,snowflake,2025-03-22 10:50:05.355037,4.7,23,False
PROD-005902,SKU-458437,Persistent bandwidth-monitored forecast,Sports,Winter Sports,"Moore, Osborne and Bennett",495.94,259.49,42.66,43x88x12,Orange,XL,False,776,42,SUPP-023,2023-06-19 18:59:35.717664,2025-09-16 23:08:10.371278,snowflake,2025-03-22 10:50:05.355037,4.0,28,True
PROD-005903,SKU-432963,Down-sized zero-defect hub,Clothing,Men's,Barnett Inc,815.0,368.28,25.18,92x98x43,Blue,XL,True,596,48,SUPP-050,2023-03-05 01:41:59.627777,2025-07-30 03:25:02.426481,snowflake,2025-03-22 10:50:05.355037,3.8,30,True
PROD-005904,SKU-383328,Multi-layered 24hour utilization,Toys,Games,Cole-Thomas,521.48,376.42,15.36,95x90x17,Purple,XXL,False,797,56,SUPP-015,2023-12-24 18:31:13.978773,2025-03-20 14:04:10.150514,snowflake,2025-03-22 10:50:05.355037,4.6,12,False
PROD-005905,SKU-132419,Synchronized explicit frame,Sports,Water Sports,Odom and Sons,587.78,407.95,5.15,37x85x47,Yellow,XS,True,584,86,SUPP-024,2023-10-24 21:54:44.387848,2025-01-22 23:00:00.098041,snowflake,2025-03-22 10:50:05.355037,3.4,25,True
PROD-005906,SKU-204909,Programmable clear-thinking support,Toys,Dolls,Garner-Anderson,898.05,145.37,32.36,24x37x14,White,XL,True,514,32,SUPP-038,2024-05-01 11:38:23.595784,2025-01-22 12:23:30.636417,snowflake,2025-03-22 10:50:05.355037,5.0,28,True
PROD-005907,SKU-233884,Focused multi-state implementation,Books,Fiction,Smith-Watson,586.88,411.57,11.11,21x35x34,Red,One Size,True,490,68,SUPP-033,2024-01-10 17:29:16.624502,2025-07-11 12:43:16.462981,snowflake,2025-03-22 10:50:05.355037,3.8,21,False
PROD-005908,SKU-122949,De-engineered transitional toolset,Clothing,Men's,"Coleman, Thompson and Fitzgerald",321.72,193.22,28.28,83x55x14,Orange,XS,True,859,87,SUPP-068,2023-03-22 04:22:52.821810,2025-06-23 06:36:01.430095,snowflake,2025-03-22 10:50:05.355037,4.2,20,True
PROD-005909,SKU-887980,Vision-oriented tertiary workforce,Home,Other,"Le, Velasquez and Taylor",857.83,199.03,1.27,39x48x14,White,One Size,True,348,23,SUPP-054,2023-11-07 06:47:43.959962,2025-03-08 15:12:21.001528,snowflake,2025-03-22 10:50:05.355037,5.0,25,True
PROD-005910,SKU-878296,Horizontal mission-critical complexity,Toys,Action Figures,Allen-Duncan,336.6,267.67,10.91,6x26x44,Red,M,False,930,61,SUPP-071,2024-03-25 20:01:53.533091,2024-10-27 21:33:16.844310,snowflake,2025-03-22 10:50:05.355037,4.1,28,True
PROD-005911,SKU-936732,Triple-buffered needs-based paradigm,Electronics,Laptops,"Carter, Holmes and Mcneil",556.08,138.27,48.54,59x41x7,Purple,XS,True,627,94,SUPP-095,2023-01-30 06:11:19.202131,2025-02-04 15:10:49.598368,snowflake,2025-03-22 10:50:05.355037,5.0,18,True
PROD-005912,SKU-335925,Object-based needs-based benchmark,Clothing,Men's,Gilbert-Davis,817.83,244.33,14.23,5x5x35,White,XS,True,740,19,SUPP-007,2023-07-20 08:23:56.839204,2024-12-27 10:37:54.354200,snowflake,2025-03-22 10:50:05.355037,3.8,21,True
PROD-005913,SKU-842870,Universal actuating flexibility,Toys,Educational,"Turner, Brewer and Murray",34.8,303.43,39.8,57x64x11,Orange,S,True,250,88,SUPP-013,2023-12-17 07:49:25.642220,2025-07-16 22:00:18.503692,snowflake,2025-03-22 10:50:05.355037,5.0,28,True
PROD-005914,SKU-456077,Multi-channeled bottom-line collaboration,Clothing,Women's,"Winters, Torres and Johnson",331.13,257.93,14.5,94x37x3,Red,M,False,251,36,SUPP-021,2023-03-05 23:07:14.078088,2025-04-15 13:29:18.131756,snowflake,2025-03-22 10:50:05.355037,3.6,36,True
PROD-005915,SKU-890142,Pre-emptive maximized methodology,Electronics,Laptops,"Mcintosh, Dixon and Jones",895.22,336.3,28.33,92x26x2,White,XL,True,171,48,SUPP-007,2023-12-08 22:56:53.528765,2025-09-11 10:39:22.933530,snowflake,2025-03-22 10:50:05.355037,3.5,28,False
PROD-005916,SKU-905704,Visionary fresh-thinking firmware,Electronics,Smartphones,"Adams, Williams and Castro",906.5,204.79,1.08,35x29x4,Yellow,M,False,958,83,SUPP-059,2023-08-13 12:36:45.752430,2025-07-26 12:03:37.410851,snowflake,2025-03-22 10:50:05.355037,4.9,20,True
PROD-005917,SKU-718632,Object-based executive info-mediaries,Home,Other,"Johnson, Williams and Spencer",504.48,312.83,19.85,97x33x50,White,XXL,False,210,54,SUPP-067,2023-01-25 23:05:56.594781,2025-07-07 14:02:19.858668,snowflake,2025-03-22 10:50:05.355037,3.1,27,True
PROD-005918,SKU-162812,Centralized full-range structure,Books,Non-Fiction,Stewart-Joseph,667.82,374.18,45.75,7x46x16,Green,XL,True,850,14,SUPP-029,2024-05-28 01:23:15.647805,2025-02-02 13:21:41.839068,snowflake,2025-03-22 10:50:05.355037,4.3,25,True
PROD-005919,SKU-481396,Re-engineered fault-tolerant website,Electronics,Laptops,Thompson and Sons,653.14,396.9,13.27,82x16x25,Blue,XS,True,813,21,SUPP-092,2023-09-14 14:35:57.894611,2025-07-26 04:18:15.446271,snowflake,2025-03-22 10:50:05.355037,4.1,16,True
PROD-005920,SKU-314214,Sharable bottom-line installation,Clothing,Women's,Ramos Inc,873.05,260.73,49.63,77x27x42,Red,XS,False,772,63,SUPP-027,2022-11-09 04:23:19.770645,2025-04-15 13:36:15.821560,snowflake,2025-03-22 10:50:05.355037,3.7,21,True
PROD-005921,SKU-255319,Up-sized content-based architecture,Sports,Team Sports,Norris-Wright,321.18,32.21,31.89,56x43x10,White,XS,False,760,58,SUPP-057,2023-08-19 14:56:12.656833,2024-12-28 06:53:57.415721,snowflake,2025-03-22 10:50:05.355037,4.3,28,True
PROD-005922,SKU-839451,Reduced motivating artificial intelligence,Sports,Water Sports,"Torres, Miller and Pearson",332.21,198.81,13.22,19x88x29,Black,One Size,True,203,34,SUPP-045,2024-06-13 11:25:55.416928,2025-06-13 16:01:02.301263,snowflake,2025-03-22 10:50:05.355037,2.8,28,True
PROD-005923,SKU-605007,Synergistic multimedia ability,Sports,Outdoor,Rios and Sons,867.24,92.47,24.86,15x57x49,Green,One Size,True,917,15,SUPP-090,2023-08-06 06:11:39.852765,2025-01-20 02:13:51.038240,snowflake,2025-03-22 10:50:05.355037,3.9,25,True
PROD-005924,SKU-146866,Focused solution-oriented instruction set,Books,Educational,Collins Inc,486.43,431.28,36.34,58x73x26,Green,XS,False,436,70,SUPP-011,2024-06-06 08:55:20.398832,2024-12-14 07:00:47.743453,snowflake,2025-03-22 10:50:05.355037,3.8,19,True
PROD-005925,SKU-822100,Extended real-time hierarchy,Electronics,Laptops,"Lambert, Weber and Martinez",394.59,191.1,30.98,61x71x24,Red,L,True,265,29,SUPP-072,2024-05-04 12:25:31.009148,2025-01-31 16:31:33.584607,snowflake,2025-03-22 10:50:05.355037,3.6,20,True
PROD-005926,SKU-926351,Down-sized bottom-line adapter,Sports,Winter Sports,Thomas Ltd,71.44,97.51,41.22,72x69x33,Black,XXL,True,473,53,SUPP-083,2023-05-06 16:32:19.569200,2024-10-19 23:30:20.743470,snowflake,2025-03-22 10:50:05.355037,4.8,21,True
PROD-005927,SKU-600689,Integrated analyzing approach,Electronics,Gaming,"Saunders, Jones and Gillespie",409.23,168.08,16.52,96x38x27,White,S,False,550,93,SUPP-097,2023-09-02 17:06:11.850738,2025-03-21 13:38:29.450686,snowflake,2025-03-22 10:50:05.355037,4.8,22,False
PROD-005928,SKU-370640,Digitized 4thgeneration moratorium,Clothing,Women's,"Tapia, Hunter and Martinez",765.57,102.31,31.37,85x69x14,Yellow,One Size,True,199,25,SUPP-051,2023-11-09 11:51:56.889624,2025-06-08 15:57:33.858218,snowflake,2025-03-22 10:50:05.355037,2.7,35,True
PROD-005929,SKU-953886,Proactive even-keeled functionalities,Home,Other,Doyle Inc,111.82,323.76,47.11,7x59x19,Black,L,True,142,28,SUPP-048,2023-10-27 11:17:47.115437,2024-10-29 00:19:20.075805,snowflake,2025-03-22 10:50:05.355037,4.0,29,True
PROD-005930,SKU-902973,Exclusive human-resource time-frame,Home,Other,Watts-Kane,679.5,131.3,2.16,59x3x2,Yellow,One Size,False,416,87,SUPP-006,2023-04-02 20:52:01.438811,2025-02-10 09:08:36.044391,snowflake,2025-03-22 10:50:05.355037,4.0,27,False
PROD-005931,SKU-753070,Customer-focused grid-enabled service-desk,Toys,Action Figures,Ayala-Garcia,548.1,413.7,3.25,45x28x6,Orange,M,False,76,20,SUPP-020,2024-03-31 12:40:04.263609,2025-04-17 00:53:20.618342,snowflake,2025-03-22 10:50:05.355037,2.4,30,True
PROD-005932,SKU-557527,Centralized zero-defect benchmark,Home,Other,"Velazquez, Lucas and Compton",668.92,74.34,9.42,49x63x29,Green,XL,True,862,79,SUPP-071,2024-07-03 09:53:21.755994,2025-05-05 21:28:05.432674,snowflake,2025-03-22 10:50:05.355037,5.0,22,True
PROD-005933,SKU-654400,Polarized attitude-oriented standardization,Home,Other,Nguyen and Sons,826.31,128.55,47.36,55x20x20,Purple,L,True,804,41,SUPP-010,2023-07-27 10:12:38.783394,2024-11-05 03:31:56.860881,snowflake,2025-03-22 10:50:05.355037,4.3,26,True
PROD-005934,SKU-355284,Open-source bandwidth-monitored adapter,Sports,Winter Sports,"Graves, Jackson and Dominguez",992.85,460.16,28.34,33x33x24,Green,M,False,40,91,SUPP-089,2023-02-07 13:20:57.411475,2025-07-01 11:08:32.381315,snowflake,2025-03-22 10:50:05.355037,5.0,24,True
PROD-005935,SKU-394592,Inverse value-added throughput,Sports,Water Sports,"Ryan, Jacobs and Payne",668.39,447.18,28.3,30x5x41,Purple,XXL,False,38,35,SUPP-054,2023-04-13 03:44:08.901753,2025-03-13 16:51:52.780543,snowflake,2025-03-22 10:50:05.355037,2.4,23,False
PROD-005936,SKU-752864,Ergonomic homogeneous benchmark,Home,Other,"Jones, Frederick and Miller",470.51,277.54,9.18,96x62x38,White,L,True,455,56,SUPP-013,2024-07-12 16:58:29.003359,2025-10-10 16:07:37.099272,snowflake,2025-03-22 10:50:05.355037,2.8,23,True
PROD-005937,SKU-970649,Implemented neutral instruction set,Home,Other,"Sanchez, Patterson and Graham",734.83,203.85,26.62,18x25x44,Black,XXL,False,574,22,SUPP-021,2023-04-08 06:21:33.985826,2025-07-19 15:56:57.459645,snowflake,2025-03-22 10:50:05.355037,5.0,26,True
PROD-005938,SKU-535319,Horizontal zero-defect artificial intelligence,Books,Fiction,"Lawrence, Irwin and Williams",756.59,236.81,48.19,81x96x32,Yellow,S,True,428,27,SUPP-099,2024-04-01 15:10:28.446712,2025-03-20 19:37:31.128117,snowflake,2025-03-22 10:50:05.355037,3.4,30,True
PROD-005939,SKU-289020,Decentralized composite website,Home,Other,"Lindsey, Villanueva and Johnson",723.23,273.87,1.93,31x59x17,Purple,L,False,541,18,SUPP-096,2024-09-26 03:46:45.228967,2025-05-08 07:37:52.009177,snowflake,2025-03-22 10:50:05.355037,4.5,29,True
PROD-005940,SKU-914281,Quality-focused zero-defect hub,Sports,Water Sports,"Blevins, Stanley and Ramos",530.0,477.17,16.65,3x63x23,Red,L,False,585,25,SUPP-045,2023-05-17 12:33:20.693630,2025-01-26 09:55:18.206438,snowflake,2025-03-22 10:50:05.355037,3.9,35,True
PROD-005941,SKU-922015,Function-based bandwidth-monitored infrastructure,Books,Non-Fiction,Lopez Inc,923.11,314.06,38.32,63x60x8,Orange,XXL,False,462,60,SUPP-017,2022-11-22 20:09:17.930651,2025-04-27 07:24:27.348511,snowflake,2025-03-22 10:50:05.355037,3.9,24,True
PROD-005942,SKU-549554,Operative full-range open system,Home,Other,"Bates, Ortega and Smith",162.63,100.77,49.67,99x54x26,Purple,XL,False,557,27,SUPP-032,2024-05-06 01:46:48.229289,2025-04-03 07:28:10.827979,snowflake,2025-03-22 10:50:05.355037,4.2,26,True
PROD-005943,SKU-272414,Focused leadingedge installation,Electronics,Smartphones,Boone-Parrish,340.46,140.36,19.37,98x23x22,Orange,XXL,True,788,62,SUPP-040,2022-12-26 22:40:51.705031,2025-06-14 20:20:28.478491,snowflake,2025-03-22 10:50:05.355037,4.5,30,True
PROD-005944,SKU-897412,Re-engineered scalable interface,Home,Other,Simmons Group,973.23,317.52,4.88,29x31x2,Red,XS,False,642,56,SUPP-017,2024-06-11 14:49:45.534210,2025-07-30 05:09:59.506100,snowflake,2025-03-22 10:50:05.355037,5.0,23,True
PROD-005945,SKU-343587,Fully-configurable encompassing policy,Sports,Team Sports,Clarke-Gomez,347.33,244.93,5.44,61x4x36,Black,XL,True,562,49,SUPP-088,2024-01-24 07:55:59.995992,2025-08-28 18:59:27.316897,snowflake,2025-03-22 10:50:05.355037,5.0,24,False
PROD-005946,SKU-796394,Customizable grid-enabled migration,Sports,Outdoor,"Thompson, Hall and West",577.25,401.45,10.49,31x37x14,Purple,S,False,656,70,SUPP-019,2022-12-21 19:50:53.225659,2025-08-14 20:57:41.945132,snowflake,2025-03-22 10:50:05.355037,3.1,26,False
PROD-005947,SKU-630804,Fully-configurable zero-defect secured line,Home,Other,Edwards PLC,190.85,144.92,7.63,66x28x36,Yellow,One Size,True,494,28,SUPP-039,2024-10-11 07:35:50.984188,2025-06-06 10:32:41.143647,snowflake,2025-03-22 10:50:05.355037,3.8,30,True
PROD-005948,SKU-825764,Enterprise-wide heuristic adapter,Electronics,Gaming,Parks-Lopez,191.57,67.27,27.78,66x8x49,Black,L,True,970,23,SUPP-033,2023-08-19 11:20:36.064338,2025-04-10 05:27:53.543604,snowflake,2025-03-22 10:50:05.355037,4.6,21,False
PROD-005949,SKU-812576,Multi-tiered background definition,Toys,Action Figures,"Little, Dunlap and Edwards",496.88,38.18,19.77,93x16x17,Purple,M,True,33,53,SUPP-079,2023-10-30 07:10:19.217356,2025-04-06 03:40:46.706348,snowflake,2025-03-22 10:50:05.355037,3.8,19,False
PROD-005950,SKU-165057,Persevering client-driven data-warehouse,Sports,Water Sports,Ross Ltd,577.89,305.08,49.28,63x83x34,Green,M,True,864,96,SUPP-043,2023-09-16 12:26:55.962627,2025-05-09 10:38:27.203499,snowflake,2025-03-22 10:50:05.355037,5.0,18,True
PROD-005951,SKU-624443,Fundamental asymmetric concept,Electronics,Tablets,Johnson-Adams,995.59,376.14,41.53,27x22x17,Yellow,XS,True,747,73,SUPP-051,2023-01-06 22:54:02.968121,2024-12-05 07:31:27.865361,snowflake,2025-03-22 10:50:05.355037,5.0,23,True
