as_of_date,base_ccy,ccy,rate_to_base,fetched_at
2025-08-07,USD,IDR,15515.051999,2025-10-12T03:24:11.661477
2025-08-07,USD,ARS,916.52607,2025-10-12T03:24:11.661485
2025-08-07,USD,CLP,950.256819,2025-10-12T03:24:11.661492
2025-08-07,USD,CZK,23.557039,2025-10-12T03:24:11.661500
2025-08-07,USD,VND,24844.15732,2025-10-12T03:24:11.661507
2025-08-08,USD,USD,0.955101,2025-10-12T03:24:11.661515
2025-08-08,USD,EUR,0.93139,2025-10-12T03:24:11.661522
2025-08-08,USD,GBP,0.769735,2025-10-12T03:24:11.661529
2025-08-08,USD,INR,84.260531,2025-10-12T03:24:11.661537
2025-08-08,USD,CAD,1.32928,2025-10-12T03:24:11.661544
2025-08-08,USD,AUD,1.505475,2025-10-12T03:24:11.661551
2025-08-08,USD,JPY,148.080564,2025-10-12T03:24:11.661559
2025-08-08,USD,CHF,0.919294,2025-10-12T03:24:11.661566
2025-08-08,USD,CNY,7.245498,2025-10-12T03:24:11.661574
2025-08-08,USD,SGD,1.394205,2025-10-12T03:24:11.661581
2025-08-08,USD,HKD,7.821717,2025-10-12T03:24:11.661588
2025-08-08,USD,AED,3.71389,2025-10-12T03:24:11.661595
2025-08-08,USD,ZAR,18.2985,2025-10-12T03:24:11.661603
2025-08-08,USD,MXN,17.066048,2025-10-12T03:24:11.661610
2025-08-08,USD,SEK,10.510959,2025-10-12T03:24:11.661617
2025-08-08,USD,NOK,10.569593,2025-10-12T03:24:11.661624
2025-08-08,USD,DKK,6.779275,2025-10-12T03:24:11.661631
2025-08-08,USD,NZD,1.661398,2025-10-12T03:24:11.661638
2025-08-08,USD,PLN,4.049332,2025-10-12T03:24:11.661645
2025-08-08,USD,THB,36.099213,2025-10-12T03:24:11.661652
2025-08-08,USD,BRL,5.109704,2025-10-12T03:24:11.661659
2025-08-08,USD,TRY,32.960579,2025-10-12T03:24:11.661666
2025-08-08,USD,KRW,1378.405082,2025-10-12T03:24:11.661673
2025-08-08,USD,MYR,4.587132,2025-10-12T03:24:11.661680
2025-08-08,USD,PHP,56.572052,2025-10-12T03:24:11.661687
2025-08-08,USD,IDR,15492.067754,2025-10-12T03:24:11.661695
2025-08-08,USD,ARS,917.58241,2025-10-12T03:24:11.661702
2025-08-08,USD,CLP,950.721826,2025-10-12T03:24:11.661709
2025-08-08,USD,CZK,23.566892,2025-10-12T03:24:11.661717
2025-08-08,USD,VND,24907.994769,2025-10-12T03:24:11.661724
2025-08-09,USD,USD,0.951876,2025-10-12T03:24:11.661731
2025-08-09,USD,EUR,0.928502,2025-10-12T03:24:11.661738
2025-08-09,USD,GBP,0.767674,2025-10-12T03:24:11.661745
2025-08-09,USD,INR,84.555475,2025-10-12T03:24:11.661752
2025-08-09,USD,CAD,1.325749,2025-10-12T03:24:11.661759
2025-08-09,USD,AUD,1.501886,2025-10-12T03:24:11.661766
2025-08-09,USD,JPY,147.619539,2025-10-12T03:24:11.661774
2025-08-09,USD,CHF,0.92038,2025-10-12T03:24:11.661781
2025-08-09,USD,CNY,7.24444,2025-10-12T03:24:11.661789
2025-08-09,USD,SGD,1.389869,2025-10-12T03:24:11.661796
2025-08-09,USD,HKD,7.844367,2025-10-12T03:24:11.661804
2025-08-09,USD,AED,3.707313,2025-10-12T03:24:11.661811
2025-08-09,USD,ZAR,18.275851,2025-10-12T03:24:11.661818
2025-08-09,USD,MXN,17.036302,2025-10-12T03:24:11.661825
2025-08-09,USD,SEK,10.477224,2025-10-12T03:24:11.661833
2025-08-09,USD,NOK,10.570546,2025-10-12T03:24:11.661840
2025-08-09,USD,DKK,6.762741,2025-10-12T03:24:11.661847
2025-08-09,USD,NZD,1.660141,2025-10-12T03:24:11.661854
2025-08-09,USD,PLN,4.057366,2025-10-12T03:24:11.661861
2025-08-09,USD,THB,36.046757,2025-10-12T03:24:11.661868
2025-08-09,USD,BRL,5.107243,2025-10-12T03:24:11.661875
2025-08-09,USD,TRY,33.04776,2025-10-12T03:24:11.661882
2025-08-09,USD,KRW,1377.821924,2025-10-12T03:24:11.661889
2025-08-09,USD,MYR,4.599229,2025-10-12T03:24:11.661896
2025-08-09,USD,PHP,56.678968,2025-10-12T03:24:11.661903
2025-08-09,USD,IDR,15474.16513,2025-10-12T03:24:11.661910
2025-08-09,USD,ARS,920.319978,2025-10-12T03:24:11.661918
2025-08-09,USD,CLP,947.738741,2025-10-12T03:24:11.661925
2025-08-09,USD,CZK,23.567775,2025-10-12T03:24:11.661932
2025-08-09,USD,VND,24908.893039,2025-10-12T03:24:11.661939
2025-08-10,USD,USD,0.951431,2025-10-12T03:24:11.661946
2025-08-10,USD,EUR,0.929017,2025-10-12T03:24:11.661953
2025-08-10,USD,GBP,0.768723,2025-10-12T03:24:11.661960
2025-08-10,USD,INR,84.697511,2025-10-12T03:24:11.661967
2025-08-10,USD,CAD,1.328663,2025-10-12T03:24:11.661974
2025-08-10,USD,AUD,1.499057,2025-10-12T03:24:11.661981
2025-08-10,USD,JPY,147.379136,2025-10-12T03:24:11.661988
2025-08-10,USD,CHF,0.920916,2025-10-12T03:24:11.661995
2025-08-10,USD,CNY,7.228747,2025-10-12T03:24:11.662002
2025-08-10,USD,SGD,1.387834,2025-10-12T03:24:11.662009
2025-08-10,USD,HKD,7.84673,2025-10-12T03:24:11.662017
2025-08-10,USD,AED,3.708241,2025-10-12T03:24:11.662024
2025-08-10,USD,ZAR,18.348414,2025-10-12T03:24:11.662031
2025-08-10,USD,MXN,17.02557,2025-10-12T03:24:11.662040
2025-08-10,USD,SEK,10.518369,2025-10-12T03:24:11.662047
2025-08-10,USD,NOK,10.586214,2025-10-12T03:24:11.662054
2025-08-10,USD,DKK,6.789517,2025-10-12T03:24:11.662061
2025-08-10,USD,NZD,1.657392,2025-10-12T03:24:11.662068
2025-08-10,USD,PLN,4.059742,2025-10-12T03:24:11.662075
2025-08-10,USD,THB,36.058968,2025-10-12T03:24:11.662082
2025-08-10,USD,BRL,5.124205,2025-10-12T03:24:11.662090
2025-08-10,USD,TRY,33.109445,2025-10-12T03:24:11.662097
2025-08-10,USD,KRW,1372.357488,2025-10-12T03:24:11.662104
2025-08-10,USD,MYR,4.598505,2025-10-12T03:24:11.662111
2025-08-10,USD,PHP,56.542475,2025-10-12T03:24:11.662118
2025-08-10,USD,IDR,15416.214969,2025-10-12T03:24:11.662125
2025-08-10,USD,ARS,919.175894,2025-10-12T03:24:11.662132
2025-08-10,USD,CLP,948.316734,2025-10-12T03:24:11.662139
2025-08-10,USD,CZK,23.499102,2025-10-12T03:24:11.662147
2025-08-10,USD,VND,24830.586298,2025-10-12T03:24:11.662154
2025-08-11,USD,USD,0.951061,2025-10-12T03:24:11.662161
2025-08-11,USD,EUR,0.927403,2025-10-12T03:24:11.662168
2025-08-11,USD,GBP,0.767869,2025-10-12T03:24:11.662176
2025-08-11,USD,INR,84.660586,2025-10-12T03:24:11.662183
2025-08-11,USD,CAD,1.329154,2025-10-12T03:24:11.662200
2025-08-11,USD,AUD,1.4994,2025-10-12T03:24:11.662208
2025-08-11,USD,JPY,146.81981,2025-10-12T03:24:11.662215
2025-08-11,USD,CHF,0.91762,2025-10-12T03:24:11.662222
2025-08-11,USD,CNY,7.226248,2025-10-12T03:24:11.662229
2025-08-11,USD,SGD,1.391569,2025-10-12T03:24:11.662236
2025-08-11,USD,HKD,7.854614,2025-10-12T03:24:11.662244
2025-08-11,USD,AED,3.721264,2025-10-12T03:24:11.662251
2025-08-11,USD,ZAR,18.30881,2025-10-12T03:24:11.662259
2025-08-11,USD,MXN,17.019123,2025-10-12T03:24:11.662267
2025-08-11,USD,SEK,10.47783,2025-10-12T03:24:11.662274
2025-08-11,USD,NOK,10.554798,2025-10-12T03:24:11.662281
2025-08-11,USD,DKK,6.805856,2025-10-12T03:24:11.662288
2025-08-11,USD,NZD,1.652641,2025-10-12T03:24:11.662295
2025-08-11,USD,PLN,4.068047,2025-10-12T03:24:11.662303
2025-08-11,USD,THB,35.961492,2025-10-12T03:24:11.662310
2025-08-11,USD,BRL,5.113625,2025-10-12T03:24:11.662317
2025-08-11,USD,TRY,33.197951,2025-10-12T03:24:11.662324
2025-08-11,USD,KRW,1369.684966,2025-10-12T03:24:11.662331
2025-08-11,USD,MYR,4.596804,2025-10-12T03:24:11.662338
2025-08-11,USD,PHP,56.380672,2025-10-12T03:24:11.662345
2025-08-11,USD,IDR,15448.5358,2025-10-12T03:24:11.662352
2025-08-11,USD,ARS,917.312568,2025-10-12T03:24:11.662360
2025-08-11,USD,CLP,944.977643,2025-10-12T03:24:11.662367
2025-08-11,USD,CZK,23.541326,2025-10-12T03:24:11.662374
2025-08-11,USD,VND,24816.487699,2025-10-12T03:24:11.662381
2025-08-12,USD,USD,0.95261,2025-10-12T03:24:11.662388
2025-08-12,USD,EUR,0.926596,2025-10-12T03:24:11.662395
2025-08-12,USD,GBP,0.768349,2025-10-12T03:24:11.662402
2025-08-12,USD,INR,84.887272,2025-10-12T03:24:11.662409
2025-08-12,USD,CAD,1.329282,2025-10-12T03:24:11.662416
2025-08-12,USD,AUD,1.504727,2025-10-12T03:24:11.662423
2025-08-12,USD,JPY,147.012649,2025-10-12T03:24:11.662430
2025-08-12,USD,CHF,0.917603,2025-10-12T03:24:11.662437
2025-08-12,USD,CNY,7.246959,2025-10-12T03:24:11.662444
2025-08-12,USD,SGD,1.395169,2025-10-12T03:24:11.662451
2025-08-12,USD,HKD,7.863268,2025-10-12T03:24:11.662458
2025-08-12,USD,AED,3.707905,2025-10-12T03:24:11.662465
2025-08-12,USD,ZAR,18.275486,2025-10-12T03:24:11.662472
2025-08-12,USD,MXN,16.973059,2025-10-12T03:24:11.662480
2025-08-12,USD,SEK,10.436507,2025-10-12T03:24:11.662487
2025-08-12,USD,NOK,10.581204,2025-10-12T03:24:11.662494
2025-08-12,USD,DKK,6.795464,2025-10-12T03:24:11.662502
2025-08-12,USD,NZD,1.658627,2025-10-12T03:24:11.662509
2025-08-12,USD,PLN,4.055564,2025-10-12T03:24:11.662516
2025-08-12,USD,THB,35.866719,2025-10-12T03:24:11.662523
2025-08-12,USD,BRL,5.104397,2025-10-12T03:24:11.662531
2025-08-12,USD,TRY,33.330066,2025-10-12T03:24:11.662538
2025-08-12,USD,KRW,1365.496426,2025-10-12T03:24:11.662545
2025-08-12,USD,MYR,4.592303,2025-10-12T03:24:11.662552
2025-08-12,USD,PHP,56.397113,2025-10-12T03:24:11.662560
2025-08-12,USD,IDR,15508.14318,2025-10-12T03:24:11.662567
2025-08-12,USD,ARS,920.113266,2025-10-12T03:24:11.662574
2025-08-12,USD,CLP,942.992458,2025-10-12T03:24:11.662581
2025-08-12,USD,CZK,23.510907,2025-10-12T03:24:11.662588
2025-08-12,USD,VND,24719.579049,2025-10-12T03:24:11.662596
2025-08-13,USD,USD,0.949166,2025-10-12T03:24:11.662603
2025-08-13,USD,EUR,0.928153,2025-10-12T03:24:11.662610
2025-08-13,USD,GBP,0.76948,2025-10-12T03:24:11.662617
2025-08-13,USD,INR,85.015953,2025-10-12T03:24:11.662624
2025-08-13,USD,CAD,1.327896,2025-10-12T03:24:11.662631
2025-08-13,USD,AUD,1.509694,2025-10-12T03:24:11.662638
2025-08-13,USD,JPY,147.325976,2025-10-12T03:24:11.662645
2025-08-13,USD,CHF,0.916965,2025-10-12T03:24:11.662652
2025-08-13,USD,CNY,7.269602,2025-10-12T03:24:11.662659
2025-08-13,USD,SGD,1.390758,2025-10-12T03:24:11.662666
2025-08-13,USD,HKD,7.882148,2025-10-12T03:24:11.662673
2025-08-13,USD,AED,3.721214,2025-10-12T03:24:11.662680
2025-08-13,USD,ZAR,18.288911,2025-10-12T03:24:11.662687
2025-08-13,USD,MXN,16.984688,2025-10-12T03:24:11.662694
2025-08-13,USD,SEK,10.442662,2025-10-12T03:24:11.662701
2025-08-13,USD,NOK,10.565416,2025-10-12T03:24:11.662708
2025-08-13,USD,DKK,6.807547,2025-10-12T03:24:11.662717
2025-08-13,USD,NZD,1.655296,2025-10-12T03:24:11.662724
2025-08-13,USD,PLN,4.049401,2025-10-12T03:24:11.662731
2025-08-13,USD,THB,35.938877,2025-10-12T03:24:11.662739
2025-08-13,USD,BRL,5.106692,2025-10-12T03:24:11.662746
2025-08-13,USD,TRY,33.451074,2025-10-12T03:24:11.662753
2025-08-13,USD,KRW,1369.193833,2025-10-12T03:24:11.662761
2025-08-13,USD,MYR,4.610179,2025-10-12T03:24:11.662768
2025-08-13,USD,PHP,56.195383,2025-10-12T03:24:11.662775
2025-08-13,USD,IDR,15522.901995,2025-10-12T03:24:11.662782
2025-08-13,USD,ARS,917.110459,2025-10-12T03:24:11.662789
2025-08-13,USD,CLP,941.135434,2025-10-12T03:24:11.662796
2025-08-13,USD,CZK,23.431738,2025-10-12T03:24:11.662804
2025-08-13,USD,VND,24704.002903,2025-10-12T03:24:11.662811
2025-08-14,USD,USD,0.946468,2025-10-12T03:24:11.662818
2025-08-14,USD,EUR,0.926495,2025-10-12T03:24:11.662825
2025-08-14,USD,GBP,0.768081,2025-10-12T03:24:11.662832
2025-08-14,USD,INR,84.961953,2025-10-12T03:24:11.662839
2025-08-14,USD,CAD,1.33004,2025-10-12T03:24:11.662846
2025-08-14,USD,AUD,1.510846,2025-10-12T03:24:11.662854
2025-08-14,USD,JPY,146.763785,2025-10-12T03:24:11.662861
2025-08-14,USD,CHF,0.916043,2025-10-12T03:24:11.662868
2025-08-14,USD,CNY,7.279719,2025-10-12T03:24:11.662875
2025-08-14,USD,SGD,1.391967,2025-10-12T03:24:11.662882
2025-08-14,USD,HKD,7.861763,2025-10-12T03:24:11.662889
2025-08-14,USD,AED,3.717971,2025-10-12T03:24:11.662896
2025-08-14,USD,ZAR,18.338915,2025-10-12T03:24:11.662903
2025-08-14,USD,MXN,17.019102,2025-10-12T03:24:11.662910
2025-08-14,USD,SEK,10.420301,2025-10-12T03:24:11.662917
2025-08-14,USD,NOK,10.580034,2025-10-12T03:24:11.662924
2025-08-14,USD,DKK,6.786891,2025-10-12T03:24:11.662931
2025-08-14,USD,NZD,1.65624,2025-10-12T03:24:11.662938
2025-08-14,USD,PLN,4.048088,2025-10-12T03:24:11.662946
2025-08-14,USD,THB,36.076751,2025-10-12T03:24:11.662954
2025-08-14,USD,BRL,5.11428,2025-10-12T03:24:11.662961
2025-08-14,USD,TRY,33.529266,2025-10-12T03:24:11.662968
2025-08-14,USD,KRW,1373.586579,2025-10-12T03:24:11.662975
2025-08-14,USD,MYR,4.61451,2025-10-12T03:24:11.662982
2025-08-14,USD,PHP,56.390482,2025-10-12T03:24:11.662990
2025-08-14,USD,IDR,15467.526947,2025-10-12T03:24:11.662997
2025-08-14,USD,ARS,918.374549,2025-10-12T03:24:11.663004
2025-08-14,USD,CLP,944.300274,2025-10-12T03:24:11.663011
2025-08-14,USD,CZK,23.523442,2025-10-12T03:24:11.663019
2025-08-14,USD,VND,24727.732095,2025-10-12T03:24:11.663026
2025-08-15,USD,USD,0.947066,2025-10-12T03:24:11.663033
2025-08-15,USD,EUR,0.924654,2025-10-12T03:24:11.663040
2025-08-15,USD,GBP,0.768802,2025-10-12T03:24:11.663047
2025-08-15,USD,INR,85.176533,2025-10-12T03:24:11.663054
2025-08-15,USD,CAD,1.32477,2025-10-12T03:24:11.663061
2025-08-15,USD,AUD,1.514297,2025-10-12T03:24:11.663068
2025-08-15,USD,JPY,146.39812,2025-10-12T03:24:11.663075
2025-08-15,USD,CHF,0.918183,2025-10-12T03:24:11.663082
2025-08-15,USD,CNY,7.259693,2025-10-12T03:24:11.663089
2025-08-15,USD,SGD,1.394666,2025-10-12T03:24:11.663096
2025-08-15,USD,HKD,7.863488,2025-10-12T03:24:11.663103
2025-08-15,USD,AED,3.710797,2025-10-12T03:24:11.663110
2025-08-15,USD,ZAR,18.326328,2025-10-12T03:24:11.663117
2025-08-15,USD,MXN,17.030644,2025-10-12T03:24:11.663124
2025-08-15,USD,SEK,10.45967,2025-10-12T03:24:11.663131
2025-08-15,USD,NOK,10.620172,2025-10-12T03:24:11.663138
2025-08-15,USD,DKK,6.789114,2025-10-12T03:24:11.663145
2025-08-15,USD,NZD,1.659554,2025-10-12T03:24:11.663152
2025-08-15,USD,PLN,4.046348,2025-10-12T03:24:11.663159
2025-08-15,USD,THB,36.034411,2025-10-12T03:24:11.663167
2025-08-15,USD,BRL,5.12593,2025-10-12T03:24:11.663174
2025-08-15,USD,TRY,33.578816,2025-10-12T03:24:11.663181
2025-08-15,USD,KRW,1368.661907,2025-10-12T03:24:11.663189
2025-08-15,USD,MYR,4.611195,2025-10-12T03:24:11.663196
2025-08-15,USD,PHP,56.458015,2025-10-12T03:24:11.663203
2025-08-15,USD,IDR,15488.957577,2025-10-12T03:24:11.663210
2025-08-15,USD,ARS,915.096024,2025-10-12T03:24:11.663218
2025-08-15,USD,CLP,946.580115,2025-10-12T03:24:11.663225
2025-08-15,USD,CZK,23.468638,2025-10-12T03:24:11.663232
2025-08-15,USD,VND,24657.943828,2025-10-12T03:24:11.663239
2025-08-16,USD,USD,0.949833,2025-10-12T03:24:11.663247
2025-08-16,USD,EUR,0.927181,2025-10-12T03:24:11.663254
2025-08-16,USD,GBP,0.770377,2025-10-12T03:24:11.663261
2025-08-16,USD,INR,85.133436,2025-10-12T03:24:11.663268
2025-08-16,USD,CAD,1.322286,2025-10-12T03:24:11.663275
2025-08-16,USD,AUD,1.517443,2025-10-12T03:24:11.663282
2025-08-16,USD,JPY,146.868573,2025-10-12T03:24:11.663289
2025-08-16,USD,CHF,0.921156,2025-10-12T03:24:11.663296
2025-08-16,USD,CNY,7.248319,2025-10-12T03:24:11.663303
2025-08-16,USD,SGD,1.391712,2025-10-12T03:24:11.663311
2025-08-16,USD,HKD,7.877298,2025-10-12T03:24:11.663317
2025-08-16,USD,AED,3.717037,2025-10-12T03:24:11.663324
2025-08-16,USD,ZAR,18.337861,2025-10-12T03:24:11.663331
2025-08-16,USD,MXN,17.021672,2025-10-12T03:24:11.663338
2025-08-16,USD,SEK,10.480518,2025-10-12T03:24:11.663345
2025-08-16,USD,NOK,10.580229,2025-10-12T03:24:11.663352
2025-08-16,USD,DKK,6.811734,2025-10-12T03:24:11.663359
2025-08-16,USD,NZD,1.657581,2025-10-12T03:24:11.663366
2025-08-16,USD,PLN,4.041931,2025-10-12T03:24:11.663373
2025-08-16,USD,THB,36.116109,2025-10-12T03:24:11.663380
2025-08-16,USD,BRL,5.144505,2025-10-12T03:24:11.663387
2025-08-16,USD,TRY,33.585685,2025-10-12T03:24:11.663394
2025-08-16,USD,KRW,1367.865816,2025-10-12T03:24:11.663402
2025-08-16,USD,MYR,4.602102,2025-10-12T03:24:11.663409
2025-08-16,USD,PHP,56.640743,2025-10-12T03:24:11.663417
2025-08-16,USD,IDR,15488.490754,2025-10-12T03:24:11.663424
2025-08-16,USD,ARS,915.826499,2025-10-12T03:24:11.663431
2025-08-16,USD,CLP,950.24698,2025-10-12T03:24:11.663438
2025-08-16,USD,CZK,23.531559,2025-10-12T03:24:11.663446
2025-08-16,USD,VND,24708.792573,2025-10-12T03:24:11.663453
2025-08-17,USD,USD,0.946823,2025-10-12T03:24:11.663460
2025-08-17,USD,EUR,0.92693,2025-10-12T03:24:11.663467
2025-08-17,USD,GBP,0.77011,2025-10-12T03:24:11.663474
2025-08-17,USD,INR,84.999753,2025-10-12T03:24:11.663482
2025-08-17,USD,CAD,1.319018,2025-10-12T03:24:11.663489
2025-08-17,USD,AUD,1.518955,2025-10-12T03:24:11.663496
2025-08-17,USD,JPY,147.07059,2025-10-12T03:24:11.663503
2025-08-17,USD,CHF,0.919125,2025-10-12T03:24:11.663510
2025-08-17,USD,CNY,7.260664,2025-10-12T03:24:11.663517
2025-08-17,USD,SGD,1.393722,2025-10-12T03:24:11.663524
2025-08-17,USD,HKD,7.875627,2025-10-12T03:24:11.663531
2025-08-17,USD,AED,3.709642,2025-10-12T03:24:11.663539
2025-08-17,USD,ZAR,18.300089,2025-10-12T03:24:11.663545
2025-08-17,USD,MXN,17.044897,2025-10-12T03:24:11.663553
2025-08-17,USD,SEK,10.473979,2025-10-12T03:24:11.663560
2025-08-17,USD,NOK,10.549059,2025-10-12T03:24:11.663567
2025-08-17,USD,DKK,6.825223,2025-10-12T03:24:11.663574
2025-08-17,USD,NZD,1.655262,2025-10-12T03:24:11.663581
2025-08-17,USD,PLN,4.027118,2025-10-12T03:24:11.663588
2025-08-17,USD,THB,36.147923,2025-10-12T03:24:11.663595
2025-08-17,USD,BRL,5.13468,2025-10-12T03:24:11.663602
2025-08-17,USD,TRY,33.714491,2025-10-12T03:24:11.663609
2025-08-17,USD,KRW,1368.942528,2025-10-12T03:24:11.663617
2025-08-17,USD,MYR,4.587632,2025-10-12T03:24:11.663624
2025-08-17,USD,PHP,56.452652,2025-10-12T03:24:11.663632
2025-08-17,USD,IDR,15507.703631,2025-10-12T03:24:11.663639
2025-08-17,USD,ARS,912.724401,2025-10-12T03:24:11.663646
2025-08-17,USD,CLP,948.47546,2025-10-12T03:24:11.663653
2025-08-17,USD,CZK,23.541409,2025-10-12T03:24:11.663660
2025-08-17,USD,VND,24648.473195,2025-10-12T03:24:11.663667
2025-08-18,USD,USD,0.950119,2025-10-12T03:24:11.663676
2025-08-18,USD,EUR,0.928511,2025-10-12T03:24:11.663683
2025-08-18,USD,GBP,0.770504,2025-10-12T03:24:11.663690
2025-08-18,USD,INR,85.286285,2025-10-12T03:24:11.663697
2025-08-18,USD,CAD,1.319749,2025-10-12T03:24:11.663704
2025-08-18,USD,AUD,1.524758,2025-10-12T03:24:11.663712
2025-08-18,USD,JPY,147.004071,2025-10-12T03:24:11.663719
2025-08-18,USD,CHF,0.91732,2025-10-12T03:24:11.663726
2025-08-18,USD,CNY,7.247967,2025-10-12T03:24:11.663733
2025-08-18,USD,SGD,1.397699,2025-10-12T03:24:11.663740
2025-08-18,USD,HKD,7.85442,2025-10-12T03:24:11.663747
2025-08-18,USD,AED,3.699612,2025-10-12T03:24:11.663754
2025-08-18,USD,ZAR,18.295892,2025-10-12T03:24:11.663761
2025-08-18,USD,MXN,17.059331,2025-10-12T03:24:11.663768
2025-08-18,USD,SEK,10.465363,2025-10-12T03:24:11.663775
2025-08-18,USD,NOK,10.540351,2025-10-12T03:24:11.663782
2025-08-18,USD,DKK,6.799479,2025-10-12T03:24:11.663789
2025-08-18,USD,NZD,1.650947,2025-10-12T03:24:11.663796
2025-08-18,USD,PLN,4.013766,2025-10-12T03:24:11.663803
2025-08-18,USD,THB,36.185408,2025-10-12T03:24:11.663810
2025-08-18,USD,BRL,5.151205,2025-10-12T03:24:11.663817
2025-08-18,USD,TRY,33.657559,2025-10-12T03:24:11.663824
2025-08-18,USD,KRW,1365.892732,2025-10-12T03:24:11.663831
2025-08-18,USD,MYR,4.597747,2025-10-12T03:24:11.663838
2025-08-18,USD,PHP,56.480366,2025-10-12T03:24:11.663845
2025-08-18,USD,IDR,15517.379177,2025-10-12T03:24:11.663852
2025-08-18,USD,ARS,913.206159,2025-10-12T03:24:11.663860
2025-08-18,USD,CLP,950.234012,2025-10-12T03:24:11.663867
2025-08-18,USD,CZK,23.606658,2025-10-12T03:24:11.663875
2025-08-18,USD,VND,24716.50228,2025-10-12T03:24:11.663882
2025-08-19,USD,USD,0.948931,2025-10-12T03:24:11.663889
2025-08-19,USD,EUR,0.929152,2025-10-12T03:24:11.663896
2025-08-19,USD,GBP,0.771484,2025-10-12T03:24:11.663904
2025-08-19,USD,INR,85.442493,2025-10-12T03:24:11.663911
2025-08-19,USD,CAD,1.324561,2025-10-12T03:24:11.663919
2025-08-19,USD,AUD,1.520903,2025-10-12T03:24:11.663926
2025-08-19,USD,JPY,146.662843,2025-10-12T03:24:11.663933
2025-08-19,USD,CHF,0.920888,2025-10-12T03:24:11.663940
2025-08-19,USD,CNY,7.268674,2025-10-12T03:24:11.663947
2025-08-19,USD,SGD,1.399307,2025-10-12T03:24:11.663954
2025-08-19,USD,HKD,7.831202,2025-10-12T03:24:11.663961
2025-08-19,USD,AED,3.70578,2025-10-12T03:24:11.663968
2025-08-19,USD,ZAR,18.348754,2025-10-12T03:24:11.663975
2025-08-19,USD,MXN,17.090766,2025-10-12T03:24:11.663982
2025-08-19,USD,SEK,10.454998,2025-10-12T03:24:11.663989
2025-08-19,USD,NOK,10.506238,2025-10-12T03:24:11.663996
2025-08-19,USD,DKK,6.775505,2025-10-12T03:24:11.664003
2025-08-19,USD,NZD,1.649928,2025-10-12T03:24:11.664010
2025-08-19,USD,PLN,4.015959,2025-10-12T03:24:11.664018
2025-08-19,USD,THB,36.262423,2025-10-12T03:24:11.664025
2025-08-19,USD,BRL,5.163666,2025-10-12T03:24:11.664032
2025-08-19,USD,TRY,33.642612,2025-10-12T03:24:11.664039
2025-08-19,USD,KRW,1370.834508,2025-10-12T03:24:11.664046
2025-08-19,USD,MYR,4.585984,2025-10-12T03:24:11.664053
2025-08-19,USD,PHP,56.466378,2025-10-12T03:24:11.664060
2025-08-19,USD,IDR,15517.001529,2025-10-12T03:24:11.664067
2025-08-19,USD,ARS,913.07423,2025-10-12T03:24:11.664074
2025-08-19,USD,CLP,948.327158,2025-10-12T03:24:11.664081
2025-08-19,USD,CZK,23.646247,2025-10-12T03:24:11.664089
2025-08-19,USD,VND,24761.674792,2025-10-12T03:24:11.664096
2025-08-20,USD,USD,0.949814,2025-10-12T03:24:11.664104
2025-08-20,USD,EUR,0.925892,2025-10-12T03:24:11.664111
2025-08-20,USD,GBP,0.769414,2025-10-12T03:24:11.664118
2025-08-20,USD,INR,85.330109,2025-10-12T03:24:11.664125
2025-08-20,USD,CAD,1.319608,2025-10-12T03:24:11.664133
2025-08-20,USD,AUD,1.515395,2025-10-12T03:24:11.664140
2025-08-20,USD,JPY,146.871112,2025-10-12T03:24:11.664147
2025-08-20,USD,CHF,0.922067,2025-10-12T03:24:11.664154
2025-08-20,USD,CNY,7.274953,2025-10-12T03:24:11.664161
2025-08-20,USD,SGD,1.394814,2025-10-12T03:24:11.664168
2025-08-20,USD,HKD,7.836835,2025-10-12T03:24:11.664175
2025-08-20,USD,AED,3.696085,2025-10-12T03:24:11.664182
2025-08-20,USD,ZAR,18.387889,2025-10-12T03:24:11.664189
2025-08-20,USD,MXN,17.134631,2025-10-12T03:24:11.664227
2025-08-20,USD,SEK,10.461161,2025-10-12T03:24:11.664240
2025-08-20,USD,NOK,10.529836,2025-10-12T03:24:11.664251
2025-08-20,USD,DKK,6.797075,2025-10-12T03:24:11.664264
2025-08-20,USD,NZD,1.651459,2025-10-12T03:24:11.664277
2025-08-20,USD,PLN,4.003018,2025-10-12T03:24:11.664289
2025-08-20,USD,THB,36.234161,2025-10-12T03:24:11.664302
2025-08-20,USD,BRL,5.166081,2025-10-12T03:24:11.664318
2025-08-20,USD,TRY,33.57055,2025-10-12T03:24:11.664325
2025-08-20,USD,KRW,1371.171139,2025-10-12T03:24:11.664332
2025-08-20,USD,MYR,4.580416,2025-10-12T03:24:11.664339
2025-08-20,USD,PHP,56.30704,2025-10-12T03:24:11.664346
2025-08-20,USD,IDR,15469.933429,2025-10-12T03:24:11.664354
2025-08-20,USD,ARS,910.2594,2025-10-12T03:24:11.664361
2025-08-20,USD,CLP,945.968575,2025-10-12T03:24:11.664368
2025-08-20,USD,CZK,23.633761,2025-10-12T03:24:11.664375
2025-08-20,USD,VND,24774.551916,2025-10-12T03:24:11.664382
2025-08-21,USD,USD,0.94918,2025-10-12T03:24:11.664391
2025-08-21,USD,EUR,0.92535,2025-10-12T03:24:11.664398
2025-08-21,USD,GBP,0.768671,2025-10-12T03:24:11.664405
2025-08-21,USD,INR,85.028104,2025-10-12T03:24:11.664412
