product_id,sku,product_name,category,subcategory,price_usd,active,created_at,updated_at
PROD-10426,SKU-696425,LightSeaGreen Comics,Books,Comics,45.77,True,2023-07-09 03:02:19,2025-09-24 03:02:19
PROD-10427,SKU-996791,Tan Team Sports,Sports,Team Sports,16.13,True,2023-05-26 03:02:19,2024-10-16 03:02:19
PROD-10428,SKU-561567,DarkSeaGreen Men,Fashion,Men,31.77,True,2023-07-23 03:02:19,2025-07-11 03:02:19
PROD-10429,SKU-348425,PapayaWhip Outdoor,Sports,Outdoor,22.58,True,2022-03-29 03:02:19,2025-09-29 03:02:19
PROD-10430,SKU-939802,SaddleBrown Pantry,Grocery,Pantry,39.52,True,2022-04-10 03:02:19,2024-12-23 03:02:19
PROD-10431,SKU-417931,DarkCyan Kitchen,Home,Kitchen,43.77,True,2022-02-21 03:02:19,2024-10-07 03:02:19
PROD-10432,SKU-532801,PaleGreen Kitchen,Home,Kitchen,16.14,True,2023-07-10 03:02:19,2025-06-23 03:02:19
PROD-10433,SKU-364616,Thistle Writing,Office,Writing,51.6,True,2022-02-24 03:02:19,2025-07-21 03:02:19
PROD-10434,SKU-298474,MediumSeaGreen Accessories,Sports,Accessories,20.67,False,2022-12-21 03:02:19,2025-06-27 03:02:19
PROD-10435,SKU-696073,LemonChiffon Fitness,Sports,Fitness,27.38,True,2022-03-23 03:02:19,2025-03-07 03:02:19
PROD-10436,SKU-959237,DeepSkyBlue Outdoor,Sports,Outdoor,50.21,True,2023-03-17 03:02:19,2025-03-16 03:02:19
PROD-10437,SKU-458047,Azure Car Care,Automotive,Car Care,18.49,True,2022-02-07 03:02:19,2025-08-25 03:02:19
PROD-10438,SKU-468762,DarkGreen Outdoor,Sports,Outdoor,24.36,True,2021-12-31 03:02:19,2025-02-28 03:02:19
PROD-10439,SKU-527845,Cornsilk Tools,Beauty,Tools,21.91,True,2022-05-24 03:02:19,2025-02-02 03:02:19
PROD-10440,SKU-597613,LightPink Kitchen,Home,Kitchen,23.16,True,2023-03-05 03:02:19,2024-10-28 03:02:19
PROD-10441,SKU-516354,BurlyWood Chairs,Office,Chairs,31.58,True,2022-07-04 03:02:19,2025-04-16 03:02:19
PROD-10442,SKU-876103,Moccasin Produce,Grocery,Produce,23.76,True,2023-04-28 03:02:19,2025-05-05 03:02:19
PROD-10443,SKU-444942,LemonChiffon Bedding,Home,Bedding,54.92,True,2023-05-02 03:02:19,2025-06-04 03:02:19
PROD-10444,SKU-126286,Indigo Bedding,Home,Bedding,25.79,True,2022-10-13 03:02:19,2024-09-15 03:02:19
PROD-10445,SKU-142949,Orchid Laptops,Electronics,Laptops,61.83,True,2022-09-26 03:02:19,2024-09-13 03:02:19
PROD-10446,SKU-273230,LightBlue Board Games,Toys,Board Games,38.32,True,2022-10-08 03:02:19,2025-05-27 03:02:19
PROD-10447,SKU-851106,BlueViolet Electronics,Automotive,Electronics,91.76,True,2023-02-06 03:02:19,2025-08-01 03:02:19
PROD-10448,SKU-621855,LightCoral Women,Fashion,Women,50.53,True,2023-03-01 03:02:19,2024-11-27 03:02:19
PROD-10449,SKU-229744,MediumSpringGreen Shoes,Fashion,Shoes,32.5,True,2022-02-18 03:02:19,2024-09-14 03:02:19
PROD-10450,SKU-925048,RoyalBlue Tools,Automotive,Tools,45.43,True,2022-12-08 03:02:19,2025-03-27 03:02:19
PROD-10451,SKU-780877,Linen Shoes,Fashion,Shoes,55.93,True,2023-08-02 03:02:19,2025-01-18 03:02:19
PROD-10452,SKU-495543,Tomato Frozen,Grocery,Frozen,40.54,True,2022-03-03 03:02:19,2024-09-25 03:02:19
PROD-10453,SKU-789070,SpringGreen Fiction,Books,Fiction,33.36,True,2022-09-17 03:02:19,2025-04-08 03:02:19
PROD-10454,SKU-604035,MintCream Printers,Office,Printers,31.17,True,2022-02-22 03:02:19,2025-01-19 03:02:19
PROD-10455,SKU-606630,Green Electronics,Automotive,Electronics,25.4,True,2022-10-06 03:02:19,2024-10-13 03:02:19
PROD-10456,SKU-586032,LightSlateGray Kids,Fashion,Kids,25.21,True,2021-09-13 03:02:19,2025-08-28 03:02:19
PROD-10457,SKU-248655,DarkOrange Tires,Automotive,Tires,129.09,False,2021-10-21 03:02:19,2025-06-12 03:02:19
PROD-10458,SKU-167769,Silver Laptops,Electronics,Laptops,14.22,True,2023-02-11 03:02:19,2024-11-13 03:02:19
PROD-10459,SKU-912107,SkyBlue Board Games,Toys,Board Games,12.48,True,2022-06-26 03:02:19,2025-06-29 03:02:19
PROD-10460,SKU-264923,SlateGray Wearables,Electronics,Wearables,45.69,True,2023-07-30 03:02:19,2025-10-09 03:02:19
PROD-10461,SKU-438821,DarkSlateBlue Pantry,Grocery,Pantry,28.15,True,2023-04-03 03:02:19,2025-05-16 03:02:19
PROD-10462,SKU-655595,Fuchsia Fiction,Books,Fiction,23.62,True,2022-05-27 03:02:19,2025-06-12 03:02:19
PROD-10463,SKU-562729,Salmon Bedding,Home,Bedding,46.22,True,2023-01-13 03:02:19,2025-09-10 03:02:19
PROD-10464,SKU-819923,Khaki Writing,Office,Writing,33.83,True,2022-12-21 03:02:19,2025-07-30 03:02:19
PROD-10465,SKU-120021,LightSteelBlue Beverages,Grocery,Beverages,21.1,True,2023-06-18 03:02:19,2025-07-04 03:02:19
PROD-10466,SKU-379687,Magenta Pantry,Grocery,Pantry,25.17,True,2023-06-27 03:02:19,2025-08-16 03:02:19
PROD-10467,SKU-929010,DarkCyan Audio,Electronics,Audio,20.86,True,2021-11-28 03:02:19,2025-09-12 03:02:19
PROD-10468,SKU-438757,SandyBrown Wearables,Electronics,Wearables,26.2,True,2022-01-09 03:02:19,2025-01-08 03:02:19
PROD-10469,SKU-858620,LightSeaGreen Wearables,Electronics,Wearables,19.92,True,2023-03-03 03:02:19,2025-03-28 03:02:19
PROD-10470,SKU-789649,Beige Kids,Fashion,Kids,38.67,True,2022-01-25 03:02:19,2025-05-06 03:02:19
PROD-10471,SKU-997804,FloralWhite Snacks,Grocery,Snacks,34.33,True,2022-04-23 03:02:19,2025-08-19 03:02:19
PROD-10472,SKU-935741,Plum Fitness,Sports,Fitness,20.61,True,2021-09-13 03:02:19,2025-09-18 03:02:19
PROD-10473,SKU-123681,DarkSlateGray Car Care,Automotive,Car Care,78.32,True,2022-11-18 03:02:19,2024-09-18 03:02:19
PROD-10474,SKU-910267,Turquoise Action Figures,Toys,Action Figures,17.54,True,2023-04-14 03:02:19,2025-03-27 03:02:19
PROD-10475,SKU-529302,OldLace Comics,Books,Comics,16.46,True,2022-01-24 03:02:19,2025-04-23 03:02:19
PROD-10476,SKU-164405,DimGray Pantry,Grocery,Pantry,28.73,True,2022-07-12 03:02:19,2025-09-07 03:02:19
PROD-10477,SKU-566749,SeaGreen Storage,Office,Storage,47.28,True,2023-06-19 03:02:19,2025-09-23 03:02:19
PROD-10478,SKU-887176,Pink Non-Fiction,Books,Non-Fiction,33.14,True,2022-09-23 03:02:19,2025-06-07 03:02:19
PROD-10479,SKU-231077,LightSeaGreen Tools,Automotive,Tools,22.89,False,2022-08-29 03:02:19,2024-10-14 03:02:19
PROD-10480,SKU-559761,DarkCyan Outdoor,Sports,Outdoor,32.31,True,2021-10-09 03:02:19,2025-05-11 03:02:19
PROD-10481,SKU-868383,BlanchedAlmond Shoes,Fashion,Shoes,43.38,True,2023-07-01 03:02:19,2025-02-18 03:02:19
PROD-10482,SKU-732389,Violet STEM,Toys,STEM,24.39,True,2023-05-26 03:02:19,2025-01-27 03:02:19
PROD-10483,SKU-999376,Crimson Kids,Books,Kids,96.07,True,2022-05-17 03:02:19,2025-04-29 03:02:19
PROD-10484,SKU-665617,ForestGreen Makeup,Beauty,Makeup,36.87,True,2022-06-17 03:02:19,2025-03-01 03:02:19
PROD-10485,SKU-977976,DeepPink Produce,Grocery,Produce,26.8,False,2023-03-25 03:02:19,2025-09-08 03:02:19
PROD-10486,SKU-941338,Gold Audio,Electronics,Audio,54.9,True,2023-03-04 03:02:19,2025-07-28 03:02:19
PROD-10487,SKU-516006,BlueViolet Snacks,Grocery,Snacks,22.97,True,2021-10-30 03:02:19,2025-05-13 03:02:19
PROD-10488,SKU-128128,Gray Furniture,Home,Furniture,32.08,True,2022-08-20 03:02:19,2024-09-19 03:02:19
PROD-10489,SKU-227773,DeepPink Accessories,Automotive,Accessories,12.49,True,2022-11-17 03:02:19,2025-06-06 03:02:19
PROD-10490,SKU-559169,LawnGreen Fitness,Sports,Fitness,19.17,True,2022-09-02 03:02:19,2024-10-22 03:02:19
PROD-10491,SKU-726288,Aqua Action Figures,Toys,Action Figures,41.14,True,2022-10-08 03:02:19,2025-10-10 03:02:19
PROD-10492,SKU-476310,Indigo Beverages,Grocery,Beverages,21.61,True,2022-05-24 03:02:19,2024-10-16 03:02:19
PROD-10493,SKU-259789,Olive Kitchen,Home,Kitchen,38.1,True,2022-10-14 03:02:19,2025-03-25 03:02:19
PROD-10494,SKU-980043,GhostWhite STEM,Toys,STEM,18.64,True,2022-06-28 03:02:19,2025-02-24 03:02:19
PROD-10495,SKU-294329,Chartreuse STEM,Toys,STEM,14.21,True,2022-07-26 03:02:19,2025-01-14 03:02:19
PROD-10496,SKU-242667,ForestGreen Tires,Automotive,Tires,40.25,False,2022-09-19 03:02:19,2024-10-19 03:02:19
PROD-10497,SKU-586656,Bisque Laptops,Electronics,Laptops,35.06,True,2022-05-11 03:02:19,2025-03-27 03:02:19
PROD-10498,SKU-370883,YellowGreen STEM,Toys,STEM,75.92,True,2023-04-08 03:02:19,2025-01-30 03:02:19
PROD-10499,SKU-655349,MediumSeaGreen Dolls,Toys,Dolls,45.77,True,2022-03-05 03:02:19,2025-01-15 03:02:19
PROD-10500,SKU-756941,SlateBlue Car Care,Automotive,Car Care,39.21,True,2022-02-25 03:02:19,2025-06-06 03:02:19
PROD-10501,SKU-252675,Purple Phones,Electronics,Phones,40.4,True,2022-07-09 03:02:19,2024-09-07 03:02:19
PROD-10502,SKU-186856,Turquoise Car Care,Automotive,Car Care,34.62,True,2022-08-06 03:02:19,2025-04-01 03:02:19
PROD-10503,SKU-291129,SandyBrown Accessories,Sports,Accessories,16.4,True,2023-01-27 03:02:19,2024-10-13 03:02:19
PROD-10504,SKU-579266,Chartreuse Pantry,Grocery,Pantry,41.9,True,2023-05-31 03:02:19,2025-05-30 03:02:19
PROD-10505,SKU-467642,Orchid Dolls,Toys,Dolls,30.31,True,2022-11-06 03:02:19,2025-08-09 03:02:19
PROD-10506,SKU-611172,DarkGoldenRod Team Sports,Sports,Team Sports,38.19,True,2022-01-16 03:02:19,2025-10-03 03:02:19
PROD-10507,SKU-166323,LightSeaGreen Bedding,Home,Bedding,99.42,True,2022-09-28 03:02:19,2025-06-19 03:02:19
PROD-10508,SKU-962958,FireBrick Kids,Fashion,Kids,21.86,True,2022-09-14 03:02:19,2024-10-16 03:02:19
PROD-10509,SKU-682172,DarkSeaGreen Accessories,Automotive,Accessories,39.69,True,2023-01-15 03:02:19,2024-10-15 03:02:19
PROD-10510,SKU-147334,PaleGoldenRod Comics,Books,Comics,26.35,True,2022-12-11 03:02:19,2024-10-04 03:02:19
PROD-10511,SKU-602915,Purple Non-Fiction,Books,Non-Fiction,50.49,True,2021-09-24 03:02:19,2024-11-03 03:02:19
PROD-10512,SKU-205179,LightBlue Beverages,Grocery,Beverages,29.48,True,2023-03-01 03:02:19,2024-10-19 03:02:19
PROD-10513,SKU-997466,Chartreuse Outdoor,Sports,Outdoor,26.6,True,2022-11-30 03:02:19,2024-09-17 03:02:19
PROD-10514,SKU-653519,Pink Cycling,Sports,Cycling,16.52,True,2022-08-11 03:02:19,2025-05-07 03:02:19
PROD-10515,SKU-556500,DarkBlue Kids,Fashion,Kids,47.95,True,2023-07-17 03:02:19,2025-09-18 03:02:19
PROD-10516,SKU-994920,LightCyan Accessories,Fashion,Accessories,21.19,True,2022-05-21 03:02:19,2024-10-26 03:02:19
PROD-10517,SKU-183712,LightGray Cycling,Sports,Cycling,41.42,True,2022-10-15 03:02:19,2025-01-10 03:02:19
PROD-10518,SKU-527169,MediumOrchid Women,Fashion,Women,21.93,True,2022-06-30 03:02:19,2024-09-08 03:02:19
PROD-10519,SKU-121125,HotPink Makeup,Beauty,Makeup,38.75,True,2022-11-03 03:02:19,2025-07-20 03:02:19
PROD-10520,SKU-984546,LightGreen STEM,Toys,STEM,40.13,True,2022-07-12 03:02:19,2024-11-15 03:02:19
PROD-10521,SKU-771945,White Tools,Beauty,Tools,31.94,True,2023-06-12 03:02:19,2025-05-27 03:02:19
PROD-10522,SKU-513371,DodgerBlue Non-Fiction,Books,Non-Fiction,41.04,False,2021-12-24 03:02:19,2025-02-25 03:02:19
PROD-10523,SKU-701248,FireBrick Laptops,Electronics,Laptops,19.41,True,2023-04-26 03:02:19,2025-01-13 03:02:19
PROD-10524,SKU-894336,DarkOrchid Team Sports,Sports,Team Sports,53.47,True,2022-10-19 03:02:19,2024-11-30 03:02:19
PROD-10525,SKU-359798,AntiqueWhite Team Sports,Sports,Team Sports,71.1,True,2022-12-17 03:02:19,2024-11-07 03:02:19
PROD-10526,SKU-651159,Brown Furniture,Home,Furniture,34.31,True,2021-09-04 03:02:19,2025-05-14 03:02:19
PROD-10527,SKU-884836,RosyBrown Men,Fashion,Men,27.38,True,2022-08-30 03:02:19,2025-07-10 03:02:19
PROD-10528,SKU-363009,CornflowerBlue Team Sports,Sports,Team Sports,35.32,True,2023-01-31 03:02:19,2025-03-17 03:02:19
PROD-10529,SKU-311169,Lime Produce,Grocery,Produce,26.74,True,2022-07-24 03:02:19,2024-12-02 03:02:19
PROD-10530,SKU-990238,GreenYellow Tools,Beauty,Tools,38.5,True,2022-05-26 03:02:19,2025-02-22 03:02:19
PROD-10531,SKU-204438,YellowGreen Accessories,Sports,Accessories,31.46,True,2023-02-16 03:02:19,2025-03-25 03:02:19
PROD-10532,SKU-867728,LightSalmon Outdoor,Sports,Outdoor,39.36,True,2023-02-05 03:02:19,2025-09-27 03:02:19
PROD-10533,SKU-891814,Moccasin Shoes,Fashion,Shoes,42.73,True,2023-07-11 03:02:19,2025-07-21 03:02:19
PROD-10534,SKU-405174,Linen Comics,Books,Comics,34.77,True,2022-04-09 03:02:19,2024-10-25 03:02:19
PROD-10535,SKU-473156,DarkMagenta Phones,Electronics,Phones,62.96,True,2022-05-29 03:02:19,2024-09-24 03:02:19
PROD-10536,SKU-617272,Linen Laptops,Electronics,Laptops,21.17,True,2023-06-16 03:02:19,2024-11-26 03:02:19
PROD-10537,SKU-378537,Gainsboro Kids,Fashion,Kids,29.68,True,2021-12-09 03:02:19,2025-05-01 03:02:19
PROD-10538,SKU-493375,LightYellow Tools,Automotive,Tools,16.92,True,2023-03-26 03:02:19,2024-10-27 03:02:19
PROD-10539,SKU-977985,LightYellow Car Care,Automotive,Car Care,32.97,True,2022-04-02 03:02:19,2025-07-19 03:02:19
PROD-10540,SKU-284954,BurlyWood Fiction,Books,Fiction,25.88,True,2022-04-05 03:02:19,2025-03-31 03:02:19
PROD-10541,SKU-955586,DeepPink Appliances,Home,Appliances,40.41,True,2022-06-12 03:02:19,2025-02-19 03:02:19
PROD-10542,SKU-636386,LemonChiffon Tools,Beauty,Tools,31.82,True,2023-02-07 03:02:19,2025-06-21 03:02:19
PROD-10543,SKU-350862,Peru Shoes,Fashion,Shoes,46.95,True,2023-02-14 03:02:19,2024-09-20 03:02:19
PROD-10544,SKU-499323,DimGray Education,Books,Education,35.87,True,2022-04-16 03:02:19,2025-07-05 03:02:19
PROD-10545,SKU-380564,Crimson Wearables,Electronics,Wearables,18.51,True,2023-05-27 03:02:19,2025-02-22 03:02:19
PROD-10546,SKU-452154,DarkSlateGray Education,Books,Education,26.25,True,2022-02-12 03:02:19,2025-10-10 03:02:19
PROD-10547,SKU-297688,MediumSpringGreen Haircare,Beauty,Haircare,21.85,False,2022-11-24 03:02:19,2024-09-12 03:02:19
PROD-10548,SKU-355396,Snow Wearables,Electronics,Wearables,16.09,True,2023-06-12 03:02:19,2025-03-22 03:02:19
PROD-10549,SKU-857598,Gainsboro Beverages,Grocery,Beverages,30.19,True,2022-09-08 03:02:19,2024-09-12 03:02:19
PROD-10550,SKU-805905,DeepPink Non-Fiction,Books,Non-Fiction,29.13,True,2023-04-20 03:02:19,2024-11-06 03:02:19
PROD-10551,SKU-484290,Lime Storage,Office,Storage,47.38,True,2022-10-17 03:02:19,2024-12-01 03:02:19
PROD-10552,SKU-726678,Thistle Laptops,Electronics,Laptops,15.14,True,2022-10-21 03:02:19,2024-09-29 03:02:19
PROD-10553,SKU-981895,Salmon Women,Fashion,Women,21.15,True,2022-12-20 03:02:19,2025-05-31 03:02:19
PROD-10554,SKU-945703,DarkTurquoise Writing,Office,Writing,54.77,True,2021-12-13 03:02:19,2025-01-01 03:02:19
PROD-10555,SKU-451544,DarkGreen STEM,Toys,STEM,37.02,True,2023-06-16 03:02:19,2025-03-27 03:02:19
PROD-10556,SKU-840282,YellowGreen Haircare,Beauty,Haircare,41.79,True,2022-10-29 03:02:19,2025-08-05 03:02:19
PROD-10557,SKU-309261,PeachPuff Beverages,Grocery,Beverages,22.71,True,2022-06-18 03:02:19,2024-12-18 03:02:19
PROD-10558,SKU-657324,LightGray Appliances,Home,Appliances,48.99,True,2023-07-07 03:02:19,2025-09-10 03:02:19
PROD-10559,SKU-416474,CadetBlue Kitchen,Home,Kitchen,51.09,True,2022-08-18 03:02:19,2024-09-11 03:02:19
PROD-10560,SKU-388820,MediumSlateBlue Kitchen,Home,Kitchen,37.22,True,2022-09-18 03:02:19,2025-02-15 03:02:19
PROD-10561,SKU-525210,MistyRose Education,Books,Education,18.19,True,2021-11-22 03:02:19,2025-01-30 03:02:19
PROD-10562,SKU-760561,DarkGoldenRod Kids,Fashion,Kids,24.77,True,2022-10-26 03:02:19,2025-09-15 03:02:19
PROD-10563,SKU-755460,MediumAquaMarine Team Sports,Sports,Team Sports,35.14,True,2023-03-18 03:02:19,2025-05-13 03:02:19
PROD-10564,SKU-788126,Purple Puzzles,Toys,Puzzles,75.96,True,2022-04-07 03:02:19,2025-01-20 03:02:19
PROD-10565,SKU-142728,Cyan Fitness,Sports,Fitness,31.93,True,2022-02-26 03:02:19,2024-12-08 03:02:19
PROD-10566,SKU-784595,MediumVioletRed Education,Books,Education,34.85,True,2023-02-02 03:02:19,2025-02-08 03:02:19
PROD-10567,SKU-693619,AliceBlue Cycling,Sports,Cycling,25.45,True,2022-02-10 03:02:19,2024-11-08 03:02:19
PROD-10568,SKU-980314,SeaShell Fitness,Sports,Fitness,17.19,True,2022-06-20 03:02:19,2025-06-20 03:02:19
PROD-10569,SKU-771232,PowderBlue Board Games,Toys,Board Games,42.03,True,2022-03-07 03:02:19,2025-08-06 03:02:19
PROD-10570,SKU-981429,Violet Beverages,Grocery,Beverages,36.75,True,2021-12-06 03:02:19,2025-05-12 03:02:19
PROD-10571,SKU-725084,RoyalBlue Produce,Grocery,Produce,24.44,True,2022-11-14 03:02:19,2025-03-10 03:02:19
PROD-10572,SKU-597190,Maroon Puzzles,Toys,Puzzles,39.9,True,2022-05-25 03:02:19,2025-10-08 03:02:19
PROD-10573,SKU-997802,Turquoise Fitness,Sports,Fitness,66.95,True,2022-03-26 03:02:19,2025-04-29 03:02:19
PROD-10574,SKU-129307,PowderBlue Wearables,Electronics,Wearables,23.51,True,2022-10-01 03:02:19,2025-04-11 03:02:19
PROD-10575,SKU-665693,MintCream Education,Books,Education,25.08,True,2023-07-03 03:02:19,2025-05-15 03:02:19
PROD-10576,SKU-898638,DodgerBlue Shoes,Fashion,Shoes,33.15,True,2023-03-21 03:02:19,2025-01-31 03:02:19
PROD-10577,SKU-994455,LightCyan STEM,Toys,STEM,18.56,True,2023-06-12 03:02:19,2025-02-22 03:02:19
PROD-10578,SKU-732467,MidnightBlue Beverages,Grocery,Beverages,20.23,True,2023-03-24 03:02:19,2025-07-18 03:02:19
PROD-10579,SKU-645138,Pink Cycling,Sports,Cycling,78.76,True,2022-09-21 03:02:19,2025-09-04 03:02:19
PROD-10580,SKU-227410,Crimson Accessories,Fashion,Accessories,17.22,True,2022-02-07 03:02:19,2025-02-27 03:02:19
PROD-10581,SKU-147200,White Beverages,Grocery,Beverages,66.11,True,2021-12-02 03:02:19,2024-11-17 03:02:19
PROD-10582,SKU-958075,BlueViolet Women,Fashion,Women,32.69,True,2023-02-02 03:02:19,2024-10-11 03:02:19
PROD-10583,SKU-421862,PaleTurquoise Board Games,Toys,Board Games,83.23,True,2022-12-10 03:02:19,2025-07-26 03:02:19
PROD-10584,SKU-317328,RoyalBlue Phones,Electronics,Phones,23.08,True,2021-11-18 03:02:19,2024-10-01 03:02:19
PROD-10585,SKU-303282,MediumOrchid Fitness,Sports,Fitness,23.19,True,2022-04-27 03:02:19,2024-12-28 03:02:19
PROD-10586,SKU-875573,IndianRed Laptops,Electronics,Laptops,12.33,True,2023-02-04 03:02:19,2025-04-03 03:02:19
PROD-10587,SKU-738185,ForestGreen STEM,Toys,STEM,40.71,True,2022-05-13 03:02:19,2025-04-03 03:02:19
PROD-10588,SKU-748845,Cyan Education,Books,Education,46.15,True,2023-05-18 03:02:19,2024-10-09 03:02:19
PROD-10589,SKU-215286,Gray Comics,Books,Comics,43.69,True,2021-11-18 03:02:19,2025-02-14 03:02:19
PROD-10590,SKU-323376,DarkMagenta Outdoor,Sports,Outdoor,24.29,True,2022-04-28 03:02:19,2025-03-14 03:02:19
PROD-10591,SKU-700255,GhostWhite Car Care,Automotive,Car Care,32.34,True,2022-04-05 03:02:19,2024-09-25 03:02:19
PROD-10592,SKU-964758,FireBrick Cameras,Electronics,Cameras,60.56,True,2023-02-07 03:02:19,2025-01-11 03:02:19
PROD-10593,SKU-329507,LightSkyBlue Cycling,Sports,Cycling,30.14,True,2022-05-14 03:02:19,2024-09-15 03:02:19
PROD-10594,SKU-579870,DarkMagenta Appliances,Home,Appliances,49.84,True,2023-03-04 03:02:19,2024-11-19 03:02:19
PROD-10595,SKU-917927,Wheat Kids,Books,Kids,22.96,True,2022-11-09 03:02:19,2025-07-19 03:02:19
PROD-10596,SKU-217191,LightSteelBlue Beverages,Grocery,Beverages,29.74,True,2022-07-13 03:02:19,2025-05-23 03:02:19
PROD-10597,SKU-795785,Khaki Fitness,Sports,Fitness,45.15,True,2022-03-30 03:02:19,2024-12-13 03:02:19
PROD-10598,SKU-807843,LightCoral Team Sports,Sports,Team Sports,57.42,True,2023-02-08 03:02:19,2025-03-06 03:02:19
PROD-10599,SKU-941620,PapayaWhip Kitchen,Home,Kitchen,21.11,True,2021-11-18 03:02:19,2024-10-25 03:02:19
PROD-10600,SKU-934895,DarkRed Shoes,Fashion,Shoes,30.14,True,2022-10-10 03:02:19,2024-12-18 03:02:19
PROD-10601,SKU-304585,Fuchsia Kitchen,Home,Kitchen,71.78,True,2023-07-29 03:02:19,2024-12-05 03:02:19
PROD-10602,SKU-135462,DarkSalmon Furniture,Home,Furniture,72.15,True,2023-05-20 03:02:19,2024-11-06 03:02:19
PROD-10603,SKU-826729,Wheat Paper,Office,Paper,55.44,True,2023-06-22 03:02:19,2025-03-18 03:02:19
PROD-10604,SKU-310584,DarkViolet STEM,Toys,STEM,46.44,True,2022-04-30 03:02:19,2025-06-01 03:02:19
PROD-10605,SKU-272454,BlueViolet Decor,Home,Decor,26.04,True,2023-05-12 03:02:19,2024-10-14 03:02:19
PROD-10606,SKU-773511,Khaki Snacks,Grocery,Snacks,35.56,True,2023-06-04 03:02:19,2025-01-04 03:02:19
PROD-10607,SKU-769453,Ivory Laptops,Electronics,Laptops,16.87,True,2022-06-23 03:02:19,2025-05-11 03:02:19
PROD-10608,SKU-562929,Linen Decor,Home,Decor,37.75,True,2021-12-10 03:02:19,2024-10-26 03:02:19
PROD-10609,SKU-636846,PaleVioletRed Storage,Office,Storage,29.41,True,2022-12-05 03:02:19,2025-01-13 03:02:19
PROD-10610,SKU-622408,DarkSalmon Paper,Office,Paper,63.67,True,2022-11-04 03:02:19,2025-01-06 03:02:19
PROD-10611,SKU-587289,DarkGray Tools,Automotive,Tools,25.39,True,2023-05-05 03:02:19,2025-06-14 03:02:19
PROD-10612,SKU-970385,DeepPink Board Games,Toys,Board Games,85.69,True,2023-04-13 03:02:19,2025-06-21 03:02:19
PROD-10613,SKU-483007,DarkSalmon Education,Books,Education,26.78,True,2022-10-16 03:02:19,2024-12-21 03:02:19
PROD-10614,SKU-452919,LightGoldenRodYellow STEM,Toys,STEM,39.33,True,2022-04-23 03:02:19,2025-09-20 03:02:19
PROD-10615,SKU-251887,DeepSkyBlue Cycling,Sports,Cycling,54.65,True,2023-03-25 03:02:19,2024-09-07 03:02:19
PROD-10616,SKU-786158,Gold Shoes,Fashion,Shoes,45.85,True,2023-06-24 03:02:19,2025-01-21 03:02:19
PROD-10617,SKU-301854,GreenYellow Kitchen,Home,Kitchen,63.25,True,2022-07-23 03:02:19,2025-07-24 03:02:19
PROD-10618,SKU-225748,SaddleBrown Accessories,Sports,Accessories,24.71,True,2022-03-07 03:02:19,2025-06-06 03:02:19
PROD-10619,SKU-833778,PapayaWhip Kids,Books,Kids,38.39,True,2021-12-03 03:02:19,2025-06-15 03:02:19
PROD-10620,SKU-424650,LightBlue Team Sports,Sports,Team Sports,25.38,True,2021-09-29 03:02:19,2025-10-01 03:02:19
PROD-10621,SKU-962873,Silver Frozen,Grocery,Frozen,42.23,True,2022-02-18 03:02:19,2025-06-25 03:02:19
PROD-10622,SKU-762080,DarkSlateBlue Laptops,Electronics,Laptops,33.27,True,2022-12-01 03:02:19,2025-04-28 03:02:19
PROD-10623,SKU-677344,DarkSeaGreen Men,Fashion,Men,27.99,True,2023-04-08 03:02:19,2025-03-28 03:02:19
PROD-10624,SKU-173536,WhiteSmoke Laptops,Electronics,Laptops,12.93,False,2022-01-30 03:02:19,2025-06-23 03:02:19
PROD-10625,SKU-602231,BlueViolet Accessories,Automotive,Accessories,126.19,True,2023-07-11 03:02:19,2025-07-14 03:02:19
PROD-10626,SKU-280911,GreenYellow Kids,Fashion,Kids,25.0,True,2023-06-23 03:02:19,2025-09-06 03:02:19
PROD-10627,SKU-605587,Black Car Care,Automotive,Car Care,27.36,True,2021-12-25 03:02:19,2025-07-06 03:02:19
PROD-10628,SKU-239936,FloralWhite Tools,Automotive,Tools,18.03,True,2023-04-27 03:02:19,2024-09-12 03:02:19
PROD-10629,SKU-723280,Magenta Fitness,Sports,Fitness,29.64,True,2023-02-11 03:02:19,2025-07-21 03:02:19
PROD-10630,SKU-535893,SaddleBrown Fragrance,Beauty,Fragrance,50.42,True,2022-03-08 03:02:19,2025-04-12 03:02:19
PROD-10631,SKU-674279,DarkGoldenRod Team Sports,Sports,Team Sports,30.33,True,2021-12-15 03:02:19,2024-09-29 03:02:19
PROD-10632,SKU-520802,Peru Bedding,Home,Bedding,12.81,False,2022-06-26 03:02:19,2025-05-07 03:02:19
PROD-10633,SKU-304690,PapayaWhip Printers,Office,Printers,54.7,True,2022-04-07 03:02:19,2025-02-06 03:02:19
PROD-10634,SKU-794404,MediumOrchid Audio,Electronics,Audio,52.77,True,2022-01-06 03:02:19,2025-05-21 03:02:19
PROD-10635,SKU-237545,SteelBlue Appliances,Home,Appliances,38.17,True,2022-12-20 03:02:19,2024-12-27 03:02:19
PROD-10636,SKU-262098,MediumAquaMarine Puzzles,Toys,Puzzles,25.13,True,2021-12-05 03:02:19,2025-03-07 03:02:19
PROD-10637,SKU-820918,Thistle Tires,Automotive,Tires,23.31,True,2022-05-03 03:02:19,2024-09-28 03:02:19
PROD-10638,SKU-470056,Aquamarine Paper,Office,Paper,15.46,True,2022-05-09 03:02:19,2025-07-07 03:02:19
